,data,label
217,turn effect common bro vaccin astrazeneca s cold jane vaccin resist,-1
218,effect inject astrazeneca vaccin rare mild numb sore,1
219,effect covid 19 vaccin desir paid faster,0
220,alhamdulillah tula don t expect fast don t leav appli kingdom countri hope effect sleepi,1
221,smartlistn head health handl divis covid 19 task forc alexand gint said effect,0
222,s happen wa group spread copypas2 lot peopl die hospit vaccin effect co,0
223,menstrual chang short term effect covid 19 vaccin,0
224,covid vaccin effect,0
225,afternoon met chat covidiot doesn t want vaccin doesn t believ covid real check,1
226,day got vaccin info domicil letter friendship hospit yea m long stori short b,-1
227,send doctor told think yes ok,1
228,fact player posit covid t compet physic player guarante pass posit covid n,0
229,effect mean vaccin work bodi,-1
230,hudhi yampun super sadist human right don t want vaccin minim effect,1
231,exampl exampl turn posit covid symptom don t know antigen pcr,0
232,vaccin inject free charg normal effect s sever s sever s given inject infect,1
233,effect vaccin posit covid number covid jakarta real right,1
234,m posit think covid bro vaccin effect hope corona month,0
235,come guy don t selfish want vaccin afraid effect vaccin etc covid symptom b,-1
236,thank doc m sorri doc time argu deceas covid confus vaccin,0
237,condit covid 19 vaccin pregnant women check effect,1
238,need afraid get vaccin s easi way deal effect covid 19 vaccin,-1
239,vaccin certif print link turn trade irrespons person sold,0
240,riego area deliveri like samsek s age vaccin s okay,1
241,hanafi remind task forc open covid vaccin effect complaint servic,-1
242,see recent news see friend post vaccin effect think twice,0
243,understand effect covid 19 vaccin handl proper cash covid covid19,0
244,bpom issu emerg use permit eua sinovac covid 19 vaccin children age 12,0
245,covid 19 vaccin contain aluminum potenti interfer child s growth govern ask guarante secur,0
246,comparison covid 19 drug effect accord fda cdc data death covid 19 vaccin highest,0
247,second vaccin form effort deal covid advic staff break,0
248,hope doesn t s late vaccin let s lay right away fact sent covid 19 vaccin bar appar,-1
249,addit research reveal effect inject mix covid 19 vaccin,0
250,mean effect ri vaccin includ sleepi unusu symptom covid vaccin,-1
251,astrazeneca pfizer vaccin effect prevent covid 19 virus delta variant india compar effect,0
252,covid 19 vaccin contain aluminum potenti interfer child s growth korantempo,0
253,surpris mother told number covid rose vaccin peopl answer number covid went effect peopl go home,1
254,gass better endur effect vaccin endur ill covid,0
255,689 peopl report negat reaction vaccin komna kipi 228 secur report,0
256,yes yesterday bit confus differ effect vaccin symptom covid symptom,0
257,effect infect covid 19 compar effect vaccin expert urg delay vaccin gt actual s,0
258,m gerd ve astrazeneca vaccin effect sore continu 12 day,0
259,corason vaccin doesn t immun reliev symptom effect covid expos covid,0
260,news ah gerd covid 19 mild symptom alhamdulillah,1
261,s vaccin got covid juli s effect t smell aroma,0
262,covid stori june 19 2021 sinovac biofarma vaccin vaccin absolut effect v,0
263,s long term research vaccin 5 10 year effect,-1
264,test posit covid 3 day ago symptom t smell smell tast bland food m grate,-1
265,recent issu vaccin effect risk issu covid 19 danger isn t come s,0
266,vaccin mandatori law especi,0
267,daili case high death rate low covid bias diseas,1
268,suspect water inject covid vaccin bad effect etc don t,-1
269,x vaccin y x effect y yes happi effect happi ayovaccin covid,0
270,3 day effect sore dizzi fever ordinari peopl don t inform effect definit,0
271,group difficult vaccin covid survivor feel immun system better,0
272,continu declin time research fear vaccin s protect effect diminish especi,0
273,effect vaccin like get covid feel,0
274,reason 1 vaccin campaign invers proport fact immun fact,0
275,come analog brugada syndrom y isn t advers event research follow immun ki,0
276,quot european medicin agenc ema recommend zeneca vaccin list effect blood clot,0
277,mean lot reliev sever symptom,-1
278,1 worri effect long term vaccin 2 lot comorbid 3 got covid 4 lazi,-1
279,peopl don t want vaccin afraid effect mean literaci achiev social,-1
280,success invit ex guitarist vaccin year sold guitar effect amp,1
281,jedi problem covid vaccin shown effect vaccin trial,0
282,jedi look video s result mening vaccin trial problem,0
283,know effect covid vaccin vaccin type differ,0
284,oh sorri expos covid get vaccin effect mayb find better solut,1
285,s like understand mean vaccin don t reaction,-1
286,pedang yes mas vaccin make corona immun,0
287,sinovac s covid 19 vaccin found decreas antibodi second dose booster overcom effect,0
288,studi covid 19 univers miami articl effect covid 19 caus,0
289,adjem plus abl explain proper honest vaccin potent,1
290,s weird post discuss covid effect vaccin fyi don t late updat batch releas,-1
291,s bro got covid got vaccin effect pretti tire,0
292,vaccin oath help especi combid prone covid transmiss effect,0
293,hudhi spread wag covid video mutat get stronger effect vaccin gentlemen hold android troubl,0
294,sugar recov june 20 2021 comorbid asthma effect covid,0
295,trial mix sputnik v astrazeneca vaccin caus effect covid 19 case,0
296,ve vaccin dose 1 vaccin doesn t effect 2 week covd symptom ring,0
297,yukkitavaksin doubt vaccin told offic afraid fire refus,-1
298,vaccin s okay work right away 2 day later feel nauseous eat week,1
299,don t think anymor effect covid vaccin tast vaccin appetit vaccin feel hungri,0
300,warn medicin vaccin potenti effect case effect,0
301,prolong drama orphan abandon children effect covid taken care sir die vaccin,0
302,second vaccin effect 6 month got covid symptom,0
303,begin juli test posit covid s true flu vaccin routin year mayb posit effect vaccin,1
304,point vaccin effect like posit better happen,1
305,effect covid 19 vaccin form mild system reaction fever drink,1
306,okay let s continu danger advanc effect covid 19 vaccin,1
307,s right s normal vaccin fever s normal vaccin,1
308,yes situat isn t help deal effect covid,0
309,far hasn t effect opinion effect pain vaccin tetanus covid vaccin,1
310,amiiiin astaghfirullah red zone ball iyo bal problem covid effect e effect slow kudu emerg,-1
311,begin covid enter indonesia thank god infect sick sick mer,-1
312,vaccin nder vaccin doesn t hurt effect actual make bodi feel better,1
313,fever cough cold symptom fit covid 19 vaccin includ manag,-1
314,thank god hasn t expos span march 2020 4 swab negat month,0
315,wasn t mass experi pfizer moderna wouldn t given immun law vaccin effect,0
316,januari mom got covid famili pcr turn dad got m negat,0
317,alhamdulillah ner symptom month routin swab negat set,0
318,yesterday want vaccin rsal told home wait 2 month ask sick didn t,-1
319,reaction administr vaccin june 17 2021 absolut effect record pe,0
320,record experi get vaksinasicovid19 inject turn effect second dose inject,0
321,paralyz took transjakarta crowd social distanc,1
322,s okay exercis vaccin pay attent effect aris cours,1
323,sorri oot covid vaccin night got hive bidura show,0
324,covid vaccin night got hive bidura appear haven t time,0
325,cours vaccin differ specif use dose effect,0
326,spread covid 19 virus,0
327,actual told wait 3 month vaccin diseas,0
328,covid 19 vaccin import student benefit covid 19 vaccin age vaccin,0
329,let s possibl effect breastfeed mother covid 19 vaccin,0
330,live new normal return life second apart relat function effect vaccin,1
331,news beritaterkini beritajogja beritajakarta news newsupd viral viraltiktok viraltwitt covid19,0
332,far signific vaccin effect moderna mayb s ve covid s like punch hand,1
333,post vaccin myopericard report immun covid 19 mrna vaccin effect intraven inject yes,0
334,want die torment covid want die effect vaccin haa decid bro,0
335,peopl question efficaci effect covid 19 vaccin pretext ineffect issu,0
336,s good bulli lighten punish,1
337,thing vaccin anticip effect,0
338,effect modern vaccin feel like covid,1
339,usual vaccin ask covid s better honest ask complaint,1
340,gx 19 n vaccin covid 19 vaccin dna technolog claim trigger antibodi longer,0
341,bpom said sputnik v vaccin given 18 year effect mild moder s,1
342,new problem pandem mental pressur mayb deceas affect layoff brink poverti,1
343,far effect minim mild said achmad final determin use vaccin,1
344,moderna vaccin began distribut general public week head bpom penni k lukito said effect,1
345,st effect vaccin terribl saw crowd peopl vaccin covid 19,0
346,care health progress yes 10 day ago vaccin effect sleepi want eat,0
347,5 communiti right experi effect covid 19 vaccin top5facebookshar,1
348,haven t vaccin samsek s 1 month negat covid definit effect depend,0
349,bibliographi,0
350,pfizer covid 19 vaccin new zealand new zealand ministri health monday 30 8 2021 said w,1
351,question covid answer don t know didn t swab sick month kmren sudden postpon,-1
352,new zealand report death pfizer covid 19 vaccin believ rare effect,1
353,natur covid 19 antibodi claim immun 2 inject pfizer vaccin convey,0
354,ve covid 19 m vaccin exampl m sorri hit,0
355,prompt immedi vaccin seen effect covid 19 vaccin,0
356,8 33 p m beritasonora real world studi pfizer vaccin safeti research israel reveal ef,1
357,independ vaccin safeti monitor agenc cv ismb consid woman s death,0
358,real world studi pfizer vaccin safeti isra studi reveal effect pfizer vaccin t,1
359,effect covid 19 vaccin exist don t need worri effect mild,1
360,allergi symptom lot common effect covid 19 vaccin want know tell differ check,-1
361,3 communiti right experi effect covid 19 vaccin 23 08 21 kliniksepekan,1
362,vaccin carri caus mild effect pain inject site food,1
363,effect pfizer vaccin question peopl shot effort overcom covid 19 virus,0
364,kpai survey 64 children vaccin covid 19 afraid effect vaccin databok databok covid covid19,-1
365,pfizer brand covid 19 vaccin effect mild,1
366,far effect minim mild said achmad patuhiprokesketat,1
367,standard qualiti vaccin accord standard set bpom fourth vaccin greater benefit,1
368,council consid woman die myocard known rare effect vaccin,1
369,kunku koko28 comparison balanc die,0
370,stori friend s experi famili posit covid friend vaccin amp effect pain,0
371,comparison sinovac astrazeneca vaccin start dose effect age recipi etc read dech,0
372,minist health budi gunadi emphas covid 19 vaccin free indonesian fresh,1
373,food reduc effect covid 19 vaccin,0
374,list food covid 19 vaccin reduc effect boost immun consum right food,1
375,usual vaccin effect s natur max don t know friend,-1
376,month child immun vaccin inject son nervous said s okay s littl bit effect,1
377,ve swab test second 5 day away s negat let s vaccin possibl,0
378,evid case delet reason uncov 2 covid 19 vaccin given,0
379,food drug supervisori agenc bpom republ indonesia issu permit use covid 19 type b,0
380,recommend breastfeed mother receiv covid 19 vaccin fact busui hesit,0
381,til vaccin make sleepi mom sleep emerg covid 19 vaccin effect indic,0
382,2 time astrz vaccin effect yesterday peopl covid s okay m strong amen,1
383,s lot lun doctor effect,0
384,peopl believ drink coconut water vaccin elimin function covid 1 vaccin,0
385,provis booster vaccin prevent covid 19 begun discuss effect appear,0
386,true effect covid 19 vaccin caus ruptur blood vessel doctor s explan,1
387,effect covid vaccin need doctor s examin,0
388,studi reveal effect experienc covid 19 booster vaccin recipi detikhealth covid covid19,0
389,recogn effect covid 19 booster vaccin accord studi,0
390,7 way overcom effect covid 19 vaccin,0
391,effect covid 19 booster vaccin accord studi,0
392,basic special taboo covid 19 vaccin thing avoid,1
393,youtub announc block anti vaccin content block content,0
394,vaccin safe protect sever effect covid care protect,1
395,director nation brain center hospit mursyid bustami gave explan circul disinform vaccin,-1
396,ve vaccin twice ve got covid think free effect booster vaccin feel antibodi gone,1
397,rise hoax use aefi form vaccin failur interview,0
398,open case immedi emerg notion tempo spread fear effect vaccin,0
399,wear mask huge effect famili addit use mask,1
400,covid 19 vaccin caus prolong effect usual post vaccin impact last,-1
401,jonathan isaac orlando magic refus vaccin s covid s possibl,1
402,koko28 mad focus mistak effect vaccin doctor,-1
403,ustadz adi hidayat s import advic vaccin,0
404,vaccin effect solut accord adi hidayat,0
405,solut effect vaccin uah,0
406,parti equal influenti smart solut uah,1
407,ustadz adi hidayat s solut effect vaccin,0
408,blackangel influenti parti uah solut,0
409,effect vaccin good bro feel like covid second time,1
410,effect modern vaccin covid know sinovak asw,1
411,don t vaccin grant effect sever death vaccin suppress,0
412,agre peopl don t want vaccin countri countri,0
413,sorri doc want ask got long covid effect parosmia think s possibl vaccin,-1
414,littl stori import vaccin respons symptom covid posit,0
415,miyaa mayb meant vaccin effect cat like,0
416,reaction effect peopl feel receiv covid 19 vaccin number area commiss,0
417,s better vaccin paralyz effect covid19 covid 19,1
418,andhara earli worri effect receiv covid 19 vaccin,0
419,activ look conduct research look effect proven exist covid 19 vaccin pe,0
420,case post immun co occurr aefi covid 19 vaccin interview chairman nation commiss kip,0
421,indonesia s covid 19 vaccin increas intensifi coronavac vaccin fact effect,0
422,ginger consum 6 food reduc effect covid 19 vaccin,0
423,indonesia s covid 19 vaccin increas intensifi coronavac vaccin fact,0
424,long term effect vaccin biggest myth effect rare occur,1
425,koko28 said mass vaccin fail unnecessari read latest studi proven vaccin,0
426,old school vaccin gone stage research test anim year,1
427,prasetiyo dul blackangel,0
428,lose like plasma donat accord testimoni help recoveri peopl covid 19,0
429,sir like jak right covid vaccin taken er effect,1
430,famili emphas tukul arowana sick effect covid 19 vaccin manag ensur,-1
431,tukul arowana s sudden brain haemorrhag link alleg effect covid 19 vaccin pon hospit treat,0
432,emil pakd jokowi s success includ procedur handl covid secur vaccin stock help s,1
433,report potenti effect covid 19 vaccin,0
434,yesterday inject booster covid vaccin cub food supermarket big supermarket,0
435,yesterday booster 3rd vaccin got pfizer time astra vaccin lot sa,0
436,hi lur brother covid 19 vaccin right receiv covid 19 vaccin definit sedulur,1
437,covid 19 vaccin caus long term health problem corona effect,-1
438,yes covid common cold want know futur peopl sinjepoh affect vaccin,-1
439,m pfizer biontech vaccin enter indonesia august covid 19 vaccin includ,0
440,comorbid congenit diseas covid caus death thank,0
441,initi vaccin manufactur said function vaccin prevent sever expos covid took long time add,-1
442,sridiana 3va,0
443,jsp proud state budget left sbi 1,1
444,govern s respons communiti suffer diseas point death effect,0
445,effect vaccin start work s war like covid virus rabi bodi,0
446,end astrazeneca vaccin inject product australia vaccin work,0
447,s m feel covid 4 month ago vaccin didn t effect,0
448,effect covid 19 vaccin temporari fever fatigu don t forget,0
449,lans michigan er covet gt vaccin effect singapor sg lie excus cov,0
450,climat crisi peopl complain heat room room tree rare t t check,1
451,effect covid 19 vaccin vulner children age 5 11 year beritaterkini,0
452,s use get vaccin twice vaccin risk effect get covid 19 heavi mean s like,-1
453,discuss covid vaccin expand vaccin mix,0
454,discuss covid vaccin expand vaccin discuss mix belief refus vaccin,0
455,magic word 1 effect covid vaccin,1
456,denial didn t feel felt time posit covid vaccin effect,0
457,let s protect children unnecessari vaccin harm effect look paper k,0
458,hi healthi friend recent hoax covid 19 vaccin circul effect v,0
459,govern target covid 19 vaccin program children age 5 11 year held earli 2022 clinic trial,0
460,vaccin sir s pcr t imit countri move believ,0
461,barren cancer heart kidney etc happen long term effect know vaccin,-1
462,mandatori pcr mean govern believ efficaci vaccin said vaccin,-1
463,m mother doesn t want children feel effect covid vaccin later s,0
464,covid 19 vaccin step carri govern rais pros con question,0
465,simpl diagram explain overestim effect,0
466,idol actress seolhyun aoa reveal effect vaccin receiv youtub,0
467,covid 19 vaccin effect s overcom infopkucom,0
468,covid vaccin test long term effect hiv vaccin widespread decad ago,-1
469,effect vaccin get covid 2,0
470,8 statist data won t help vaccin effect,0
471,3 day fever vaccin thought effect turn got covid wkwkwk second vaccin doesn t effect,0
472,candid german nation team captain say covid 19 vaccin negat effect,1
473,zqscore beritabolaterkini prospect german nation team captain say covid19 vaccin negat effect,0
474,urg govern tell peopl serious vaccin relat effect,-1
475,covaxin covid 19 vaccin safe children know effect jokowi father develop,1
476,covaxin covid 19 vaccin safe children know effect,1
477,cours vaccin human usual long time circul trial process effect analysi,-1
478,covaxin covid 19 vaccin safe children jokowi father develop,1
479,pfizer s covid 19 vaccin appear high effect prevent symptomat infect primari un,1
480,hope canon case roll km50 case death covid jkw artist crowd human trial vaccin th,0
481,happen month ago think super panick reason m super calm ka,1
482,nation target covid 19 vaccin indonesia far away obstacl afraid e,-1
483,omicron variant fear reduc effect covid 19 vaccin vaccin dose,0
484,2l2 vtj t3ri,0
485,sp awal,0
486,hello buddi today s cekfakta mimin want inform disinform 2 620 babi die,0
487,hoax 2 620 babi die covid19 vaccin effect fact dt vaer dis,0
488,vaccin septemb 18 2021 children 16 17 year old alhamdulillah today,1
