,data,label
72,some of my acquaintances some people have been vaccinated against covid and they are doing well but there are some that have mild side effects k,1
73,last tuesday my internal medicine doctor didn t practice because he was positive for covid this tuesday i ve been off the iv and i ve,1
74,itagi sinovac and astrazeneca side effects in my opinion are quite mild no one goes to the hospital until they die,1
75,pati according to schedule the covid 19 vaccination program will soon be targeting residents,0
76,so after you get the covid 19 vaccine usually some general symptoms or side effects will appear con,-1
77,dr steaven a spokesman for the covid 19 task force in north sulawesi explained that in the eua of the astrazeneca vaccine it has actually been stated that,0
78,injected with covid 19 vaccine this man experiences goosebumps,0
79,side effects of the covid 19 vaccine on the elderly don t ignore,0
80,explanation of the side effects of the covid 19 vaccine on the elderly and schedule for april 14 2021 in balikpapan,0
81,i m really scared of the covid 19 vaccine then i asked were you afraid of the meningitis vaccine before don t say anything because it doesn t,-1
82,the side effects of the second covid vaccine are not fun right,1
83,i finally got the second dose of the covid 19 vaccine alhamdulillah here s my list of side effects so far,1
84,what are the side effects of the covid 19 vaccine see the explanation on fitphonelive at 15 00 wib stayfitforlife,0
85,moscow after being vaccinated against covid 19 for the first dose on sunday 28 3 russian president vladimir putin admitted to having s,1
86,this brother is actually smart but he s just lazy to read it so his posts are always funny it s okay b,1
87,so far the implementation of the covid 19 vaccination has also gone smoothly and there have been no problems caused by the side effects of the vaccine,1
88,this side effect is a normal side effect not just the covid 19 vaccine either but the impact is,1
89,these are the side effects of astrazeneca s covid 19 vaccine in indonesia,0
90,before the covid vaccine i was already worried about the effect of the vaccine on my father s body it turns out that i m the weak one hahahaha,-1
91,the administration of the astrazeneca covid 19 vaccine in north sulawesi was temporarily suspended due to reports of various side effects,-1
92,how come the side effects of the covid vaccine in indonesia are weird huh suggestion,-1
93,astrazeneca s covid 19 vaccine has more benefits than side effects itagi calls astrazen vaccine,1
94,covid vaccine side effects review limp body weak muscles weak helpless sleepy apparently this is the effect on,-1
95,the side effects of the covid vaccine are said to make you horny that s hilarious,1
96,don t feel the side effects of the covid 19 vaccine does that mean the vaccine doesn t work,-1
97,anita explained that a vaccine can be circulated if in the testing process it has greater benefits than,1
98,not feeling the side effects after the covid 19 vaccination doesn t mean the vaccine doesn t work here s the explanation,-1
99,here we share information regarding the side effects of the covid 19 vaccine,0
100,idntimesinfographic so what are the side effects and how to solve it also read the full article,1
101,idntimesinfographic have you had your turn for the covid 19 vaccination yet if you have stay disciplined with the health protocol,0
102,after receiving an injection of the covid 19 vaccine it is natural to feel side effects what are the side effects read selen,1
103,kremlin vladimir putin refuses to appear in front of cameras after covid 19 vaccine allegedly having side effects,-1
104,jakarta spokesperson for covid 19 vaccination ministry of health siti nadia tarmizi said,0
105,according to him the body responds to the vaccine if there is a fever aches or weakness,0
106,then the other lady explained the sore effect after the vaccine is normal etc then her mother said she knew that the one with,1
107,reading the buibu kulwap group in the morning makes me annoyed there is 1 mother there is a covid vaccine schedule from the office but she is afraid of ef,-1
108,alhamdulillah the elderly are now more enthusiastic than when the vaccination program started moreover they are,1
109,why is the effect of the injection this time sore more than meningitis when you go for umrah two weeks until the covid vaccine wow na,1
110,could be there is an outside article that warns of the side effects of the covid vaccine on the reproductive organs,0
111,wrong there is information circulating that the vaccine will cause more severe side effects for people who are fasting fact no risk,0
112,bpom reveals the side effects of sinopharm s covid 19 vaccine,0
113,this is a side effect of sinopharm s covid 19 vaccine bpom says it can still be tolerated download a,0
114,sinopharm vaccine side effects headache muscle aches and diarrhea sinopharm covid 19 vaccine will be given to,0
115,these are the side effects of sinopharm s covid 19 vaccine,0
116,based on clinical trials in the united arab emirates and other countries the efficacy of the sinopharm vaccine is 78 percent,-1
117,side effects are very rarely reported,1
118,adrianrahman honestly me and covid 19 choose not to be vaccinated i want to see in the next 2 3 years the people who are in,1
119,aefi financing should be fully borne by the government please pay attention enci,0
120,the risk of covid 19 is greater than the side effects of the vaccine,1
121,the side effects of the covid 19 vaccine are not severe vaksinpuspemulihanri,0
122,covid vaccine arm pain and headaches are most common side effect according to research,1
123,but even that can be argued with this reason anyone else got pranked again,0
124,making people afraid of being vaccinated many think it s better not to get vaccinated because being vaccinated is not necessarily immune to,1
125,alright mas don t listen to other people insulting amp condescending mas focus on 1 long term effect,-1
126,all types of covid 19 vaccines used in the national vaccination program are ensured to be safe efficacious and minimal,1
127,covid vaccine arm pain and headaches are most common side effect according to research research in in,1
128,right now the long term effects of the vaccine are almost non existent same as p,1
129,does it have any effect on psbb or not this virus will exist until eid monkeys dogs chickens,0
130,british enthusiasm for astrazeneca s covid 19 vaccine has waned in the past month marking high,-1
131,is this really the effect of a vaccine like this so scared,1
132,praise god finally got the opportunity for the first dose of vaccine today and there was no effect until now,1
133,in fact people also suspect that there are side effects that are not necessarily dangerous is the s vaccine actually safe,1
134,adverse events post immunization aefi is a symptom that usually occurs after vaccination or immunization keep going,-1
135,i already said that there are other proof of concept vaccines there are indicators too a,-1
136,are there side effects if the covid 19 vaccine differs between doses one and two,0
137,heard the news of an indian friend whose mother died because of the side effects of the covid vaccine this news really makes,1
138,what are the effects if pregnant women already get the covid 19 vaccine doc via,1
139,in my own environment there are parents who just got covid after the vaccine thank god the symptoms are r,1
140,moots has anyone had the covid vaccine i want to ask if there are side effects of dizziness or nausea or not,0
141,government ensures covid 19 vaccine has minimal side effects via,-1
142,recommendations of internists regarding blood clotting effects of the covid 19 vaccine astrazeneca,0
143,it s okay only the long covid effect is still there then my mother also said that one of her co workers had covid,1
144,latest news the government ensures the covid 19 vaccine has minimal side effects more,1
145,follow tips to minimize side effects after the covid 19 vaccine adaradioplus,0
146,other countries have studied serious side effects due to the covid vaccine reopened schools here are still mbulet,-1
147,from erectile dysfunction to lymphocytosis everything has been linked to the side effects of the covid 19 vaccine hmm right,1
148,get to know the difference between vaccine side effects and covid 19 symptoms,0
149,reactions that may occur after the covid 19 vaccination are almost the same as other vaccines which can be in the form of a reaction,-1
150,all types of covid 19 vaccines used in the national vaccination program are ensured to be safe efficacious and minimally effective,1
151,the list of side effects caused by injecting the covid 19 vaccine has the potential to grow the latest development there is a guess,1
152,israeli study examines alleged cardiac inflammation as a side effect in recipients of pfizer s covid 19 vaccine,-1
153,recognize the differences in vaccine side effects with covid 19 symptoms indeed getting the b vaccine,0
154,and 95 miscarriages have been reported to the us vaccine adverse effects reporting system vaers following covid vaccination per,0
155,the covid 19 vaccine circulating in the us mrna moderna and pfizer and dna johnson johnson janssen has caused,0
156,want to talk about the effects of the covid 19 vaccine it s clear that the effect varies from person to person this is the effect i feel on my body,1
157,thank god today 25 4 i got the turn of the covid 19 vaccine stage 1 the second stage vaccination will be carried out on,0
158,waras here also proves that the current covid is just a setting india is declared as a covid 19 virus they are,1
159,government covid 19 vaccine minimal side effects jokowilawanpandemi,-1
160,the government of ensures that the covid 19 vaccine has minimal side effects if side effects are found the public is asked to,-1
161,if after vaccination side effects are found the government asks the public to report to public health facilities,0
162,the government ensures that the covid 19 vaccine has minimal side effects fights pandemic,-1
163,the government ensures that the covid 19 vaccine has minimal side effects if the vaccination is found to have side effects the government asks,-1
164,the government ensures that the covid 19 vaccine has minimal side effects if vaccinations are found to have side effects the government asks,-1
165,kertas hudhi koko28 many things cause you to have to,1
166,honestly after the first covid vaccine the effect on my whole body is achy and sore like after a cold,1
167,does anyone know how long the hungry effect of the covid vaccine will last vaccination last saturday until today why do you feel really hungry,1
168,if vaccines are not effective in preventing covid why are vaccines required isn t the virus,-1
169,seriously nanya fren kelen who has had this covid vaccine is there any effect after that,-1
170,parno is very similar to those who are sneezing and coughing does this include the effects of being left by your mother because of covid when can you get vaccinated,0
171,daily covid update may 31 2021 1 indonesian active case 100 thousand 2 malaysia lockdown panic buying 3 va,-1
172,12 side effects of vaccination results of the batu health office covid19vic covid vaksinasicovid19 vaksin vaccincovid,0
173,just happened to my husband s friend he had a fever after the vaccine up to 38 5 request permission,0
174,in some cases those who have been vaccinated twice are still found to be infected with covid generally they are asymptomatic,1
175,recognize the side effects of giving the covid 19 virus vaccine for the body,0
176,recognize the side effects of giving the covid 19 virus vaccine to the body some people in indonesia are getting,0
177,yes i just read the news on mr s confession in the media that he was positive for covid even though,1
178,689 people report negative reaction after vaccination komnas kipi 228 serious securities co,-1
179,covid 19 hoax moderna vaccine contain sm 102 to tips to prevent vaccination side effects,0
180,vaccines do not guarantee that they will not be exposed to covid again but reduce the severity of the effects of covid,0
181,the emergence of side effects of the covid 19 vaccine indicates the immune system has worked and reacted vaccines work,0
182,recognize the side effects after the covid 19 vaccine astrazeneca possible side effects after the v,0
183,f2 but so far doctors have never explained the content and effects of fucksin it s the turn of someone who is disabled and,-1
184,original guys the covid vaccine has been around for a long time but the magnetic effect is still strong guys,1
185,the core of new facts about the side effects of covid 19 vaccines made by these two companies,1
186,former minister of health dr terawan agus putranto believes the nusantara vaccine will end the covid 19 pandemic d,0
187,let s take a peek at the composition of the covid vaccine in indonesia does it have a magnetic effect vaccin vaccination vaksinasicovid19,0
188,after getting the 2nd dose of the covid vaccine the effect that is still there is a twitch in the left eye,0
189,the incidence of adverse reactions or side effects to the covid 19 vaccine in china is 11 86 doses out of 100 000 doses,0
190,despite a number of complaints about side effects the government together with a number of health authorities reaffirmed,0
191,daily covid update 29 may 2021 1 nearly 50 of adults in the us are already vaccinated indonesia 2 why vaccine m,1
192,sars cov 2 or commonly called the covid pandemic is a zoonotic disease that was spread for the first time in wuhan,-1
193,so many doctors in this country even with such a large container don t break the majority of the,1
194,is there an effect of the covid 19 vaccine for pregnant women this is the latest study result,1
195,isnainmala don t know what the cause is but there are so many side effects found,1
196,fact check pfizer vaccine hoax causes dangerous side effects through physical contact pfizer s covid 19 vaccine,-1
197,the problem with covid 19 vaccination for the elderly is that it is not limited to the effectiveness of the vaccine and its side effects must,1
198,it turns out that the reporting of the covid 19 vaccine aefi in indonesia requires the names of the patient s father and mother it looks like it fits the ki format,0
199,smntr az is circulating again with the affix vaccines that cause an effect be it fever or pain are the best because u,1
200,moderna announced last tuesday that their covid 19 vaccine is safe and effective at preventing,1
201,yogya covid 19 task force says there have been no reports of side effects of astrazeneca vaccine,0
202,the astrazeneca type of covid 19 vaccine which has been used in the city of yogyakarta since friday 21 5 has not yet been available,1
203,how long can the side effects of the covid 19 vaccine injection last check it out in the following suaragrafis,-1
204,aurelie moeremans reveals the effect she feels,0
205,info dynamics the sinopharm vaccine is one of the types of covid 19 vaccines used in the g,0
206,my observations on various wagroups how come many are surprised by the various side effects of the covid 19 vaccine which,1
207,astrazeneca vaccine is safe and effective to protect people from the very serious risk of covid 19 this includes ri,1
208,the side effect is stronger he said who was busy until they died after being vaccinated a,1
209,astrazeneca vaccine is safe and effective to protect people from the very serious risk of covid 19 this includes the risk of k,1
210,astrazeneca vaccine is safe and effective to protect people from the very serious risk of covid 19 this includes the risk of c,1
211,well i guess every year there will be a covid vaccine then the certificate every year are you sure it s still free,1
212,overcome the side effects of covid 19 vaccine injections in the following way tempogaya,0
213,the benefits of vaccines in handling covid 19 are greater than the risk of side effects which can lead to,1
214,investment in side effects of the covid 19 vaccine is not only made to astrazeneca,0
215,the benefits of vaccines in treating covid 19 outweigh the risks of side effects which can lead to a,0
216,my mother was sick after the covid vaccine even though before the vaccine she was healthy do vaccines have side effects,-1
217,the benefits of vaccines in dealing with covid 19 outweigh the risks of side effects which can result in,0
218,it turns out that the side effects are common bro if the vaccine is astrazeneca it s cold but jane vaccine is more resistant,-1
219,the side effects of injecting the astrazeneca vaccine are rare even if they are mild such as numbness soreness in the,1
220,one of the side effects of the covid 19 vaccine is the desire to get paid faster,0
221,alhamdulillah tula don t expect it to be fast don t leave applying under the kingdom of the country hope the side effects will make you sleepy and,1
222,smartlistners head of the health handling division of the covid 19 task force alexander ginting said although there were side effects,0
223,it s still happening in the wa group spreading copypas2 out of nowhere that a lot of people died from the hospital because of the vaccine effect not because of co,0
224,menstrual changes could be a short term side effect of the covid 19 vaccine,0
225,regarding the covid vaccine side effects part one,0
226,this afternoon we met and chatted with one of the covidiot who doesn t want to be vaccinated and doesn t believe that covid is real check it out,1
227,the next day i got vaccine info without a domicile letter it was at the friendship hospital yea i m there long story short i b,-1
228,when will i send you to the doctor i just told him to think for himself yes if not ok,-1
229,fact many players are positive for covid can t compete physical players are not a guarantee of passing positive for covid to various n,1
230,these side effects also mean the vaccine works in the body,-1
231,hudhi yampun super sadistic anyway where are the human rights i don t want to be vaccinated just to minimize the side effects,1
232,how about this for example for example it turns out to be positive for covid without symptoms but i don t know because there is no antigen or pcr and,1
233,vaccines are injected free of charge normal side effects if it s severe if it s severe it s given an injection it can infect your,1
234,if the effect of the vaccine is just positive for covid so the number of covid in jakarta is real or not right,1
235,i m still positive thinking not because of covid bro because of the vaccine effect hopefully the corona month,1
236,come on you guys don t be selfish by not wanting to get vaccinated afraid of the effects of vaccines etc if you all get covid with symptoms of b,-1
237,thank you doc i m sorry doc i still have time to argue with the deceased about covid still confused about vaccines,-1
238,conditions for the covid 19 vaccine for pregnant women also check out the side effects,1
239,no need to be afraid of getting vaccinated here s an easy way to deal with the side effects of the covid 19 vaccine,-1
240,the vaccine certificate printing link turned out to be traded by an irresponsible person to be sold to,0
241,riego and in my area there is no delivery like that to samsek anyway so that s the age of the vaccine it s okay,1
242,hanafi reminds task force to open covid vaccine effect complaint service via,-1
243,seeing the recent news and seeing my friends posts about vaccine side effects i think twice,0
244,understand the side effects of the covid 19 vaccine and how to handle it properly cash covid covid19,0
245,bpom issues an emergency use permit or eua for the sinovac covid 19 vaccine for children over the age of 12,0
246,the covid 19 vaccine contains aluminum which has the potential to interfere with a child s growth the government is asked to guarantee security,0
247,comparison of covid 19 drug side effects according to fda and cdc data death due to covid 19 vaccine is highest,-1
248,the second vaccine is done as a form of effort in dealing with covid the advice from the staff is to take a break from,0
249,hope it doesn t go well when it s late for the vaccine let s just lay down right away in fact it was sent to the covid 19 vaccine bar but apparently,-1
250,in addition the researchers also revealed that the side effects after injecting this mixed covid 19 vaccine were more,1
251,i mean the effects of the ri vaccine including sleepiness which is unusual not the symptoms of covid after the vaccine,-1
252,well the astrazeneca and pfizer vaccines are effective in preventing the covid 19 virus as well as the delta variant from india compared to effect,1
253,the covid 19 vaccine contains aluminum which has the potential to interfere with a child s growth korantempo,0
254,i was surprised my mother told me that the number of covid rose to the vaccinated people i answered that the number of covid went up because the effect of people on going home but he,1
255,gass better to endure the side effects of the vaccine than to endure the illness of covid,1
256,689 people report negative reactions after vaccination komnas kipi 228 serious securities reports,-1
257,yes yesterday i was a bit confused about the difference between the effects of the vaccine or the symptoms of covid because the symptoms are almost the same,-1
258,the effect of being infected with covid 19 is not comparable to the effect of vaccination experts urge you not to delay the vaccine gt actually there s more,1
259,i m a gerd and i ve had the first astrazeneca vaccine no effect just sore continue 12 days,1
260,corason the vaccine doesn t make you immune it only relieves the symptoms effects of covid if you are exposed to covid,0
261,the news is too much ah i have gerd had covid 19 mild symptoms and alhamdulillah,1
262,it s just the first vaccine still got covid in july and there s no effect just can t smell the aroma,1
263,my covid story june 19 2021 the sinovac biofarma vaccine the first vaccine has absolutely no side effects i v,1
264,but there s no long term research on the vaccine yet what if in 5 or 10 years there are side effects,1
265,i tested positive for covid 3 days ago without symptoms but now i can t smell the smell and taste of bland food i m grateful,1
266,recently the issue of vaccine effects risks and the issue of covid 19 is dangerous isn t it come up again that s why i,-1
267,vaccination is not mandatory this is against the law especially,0
268,there the daily cases are still high but the death rate is low it seems that covid has become a bias disease,1
269,i suspect that the water injected was not the covid vaccine after all the other one has a bad effect etc but i don t,-1
270,x have you been vaccinated y already x are there any side effects y yes happy effect very happy ayovaccin covid,1
271,3 days the effects of soreness dizziness fever for ordinary people who don t get information there will be side effects they will definitely,-1
272,groups that are difficult to get vaccinated against some covid survivors who feel their immune system is better than,0
273,if it continues to decline over time researchers fear the vaccine s protective effect will diminish especially,0
274,the effect after the vaccine is like getting covid how are you feeling,0
275,the reason 1 vaccine campaigns are inversely proportional to facts they say make immunity in fact,0
276,how come the analogy is to brugada syndrome y isn t adverse events research following immunization ki,0
277,quote this european medicines agency ema recommends zeneca vaccine lists side effects of blood clots,0
278,it means a lot to relieve severe symptoms,0
279,1 worried about the side effects of long term vaccines 2 have a lot of comorbid 3 already got covid 4 lazy,-1
280,if there are still many people who don t want to get vaccinated because they are afraid of the side effects it means that literacy achievement is the same as socialization about,-1
281,successfully invited ex guitarists first for vaccines last year he sold his last guitar effects and amp just,1
282,jedi there was a problem with the covid vaccine but i was shown the effect of the vaccine trial on me,0
283,jedi well if you look at the video it s the result of the meningitis vaccine trial the problem is,0
284,does anyone know the side effects of the covid vaccine if the vaccine type is different,0
285,oh sorry it could even be exposed to covid before getting the vaccine effect maybe you can find a better solution,0
286,it s not like that do you understand what i mean so this is it you re vaccinated now but you don t have any reaction,-1
287,pedang yes mas the vaccine is not what makes corona immune but in,0
288,sinovac s covid 19 vaccine was found to have decreased antibodies after the second dose boosters can overcome the effects of,-1
289,there is a study from covid 19 from a university of miami article the effects of covid 19 can cause,0
290,adjem plus they may not be able to explain properly and honestly that the vaccine is indeed potent,1
291,it s weird the post above is discussing because of covid this is the effect of the vaccine fyi don t be late to update the batch has been released,-1
292,it s really the same bro i also got covid when i got the first vaccine the after effect is pretty tiring or not,1
293,vaccines are oath to really help especially if i have combid and are prone to covid transmission the effect on the,1
294,hudhi those who are spread in wag the covid video mutation is getting stronger due to the side effects of the vaccine gentlemen holding android is very troubling,1
295,sugar if i just recovered on june 20 2021 and have comorbid asthma the after effects of covid are still,0
296,the trial that mixed the sputnik v and astrazeneca vaccines did not cause side effects and further covid 19 cases,0
297,i ve been vaccinated with dose 1 after being vaccinated it doesn t have any effect 2 weeks after i covd symptoms ring,0
298,yukkitavaksin at first i had doubts about the vaccine but i was told the office was afraid of being fired if i refused,-1
299,after the vaccine it s okay it can work right away 2 days later i often feel nauseous when i eat a week,1
300,don t think about it anymore but the effect of the covid vaccine taste vaccine appetite after the vaccine feeling hungry,0
301,who warns that all medicines and vaccines have potential side effects in most cases the same effect,1
302,prolonged drama orphans and abandoned children due to the effects of covid are taken care of sir those who died from the vaccine,-1
303,the first and second vaccines have no effect the next 6 months i even got covid but without symptoms,1
304,at the beginning of july i tested positive for covid and it s true that the flu vaccine is routine every year maybe because of the positive effect of the vaccine,1
305,the point is that the first vaccine did have an effect it was almost like the first was positive but it was much better and nothing happened,1
306,the side effect of the covid 19 vaccine is in the form of a mild systemic reaction such as fever so you can do it by drink more,1
307,okay now let s continue about the dangers advanced effects of this covid 19 vaccine,1
308,now that s it right it s normal for vaccines to have a fever it s normal if you get vaccinated,1
309,yes this is the situation again isn t it everything that can help deal with the effects of covid is done,0
310,so far there hasn t been any effect in my opinion the effect is more painful when vaccinated against tetanus than this covid vaccine,-1
311,amiiiin astaghfirullah red zone ball iyo bal the problem is that if there is a covid effect the e effect is slow kudu emerges,-1
312,i since the beginning of covid entering indonesia until now thank god it has never been infected sick sick mer,-1
313,just a vaccine nder the vaccine doesn t hurt there are no side effects either it actually makes the body feel better,1
314,if you have fever cough and cold but the symptoms are very fitting after the covid 19 vaccine that includes or manage,1
315,thank god it hasn t been exposed in the span since march 2020 4 swabs have been negative a few months,-1
316,if it wasn t a mass experiment pfizer and moderna wouldn t be given immunity from the law for vaccine side effects,0
317,in january mom got covid then the family was in pcr it turned out that dad got it too but i m negative,-1
318,alhamdulillah ners until now i have never had symptoms monthly routine swabs are always negative set,-1
319,yesterday i wanted to be vaccinated at the rsal but was told to go home to wait 2 months when i was asked if i had been sick i didn t say,-1
320,the reaction after the administration of the first vaccine on june 17 2021 had absolutely no effect recording pe,1
321,this is a recording of my experience getting the vaksinasicovid19 injection it turns out that the effect of the first and second dose of injection,1
322,me even though i was paralyzed because everywhere i took transjakarta which was often crowded there was no social distancing such as,-1
323,it s okay to exercise after vaccination but by paying attention to the side effects that arise and of course,1
324,sorry oot after the covid vaccine last night i got hives but now the bidura is showing up again and more,0
325,after the covid vaccine last night i got hives but now the biduras have appeared again and more and more haven t had time to,1
326,of course these vaccines have different specifications uses doses and side effects if,0
327,from the spread of the covid 19 virus,0
328,actually being told to wait 3 months was not because of the vaccine for the disease,0
329,is covid 19 vaccination important for students what are the benefits of the covid 19 vaccine at what age can we vaccinate,1
330,let s see what are the possible effects on breastfeeding mothers after the covid 19 vaccine,0
331,live a new normal and return to life as before second apart from being related to the function and effect of vaccines there is also,1
332,news beritaterkini beritajogja beritajakarta news newsupdate viral viraltiktok viraltwitter covid19,0
333,so far there has been no significant vaccine effect moderna maybe it s because i ve had covid before it s just like a punched hand,-1
334,post vaccination myopericarditis was reported after immunization with the covid 19 mrna vaccine the effect of intravenous injection yes,0
335,want to die tormented because of covid want to die because of the side effect of the vaccine haa decide bro,0
336,people also question the efficacy and effectiveness of the covid 19 vaccine under the pretext of being ineffective the issue of,0
337,it s good to be bullied it can lighten the punishment,1
338,some things you should do after the vaccine to anticipate the side effects,0
339,the effect of modern vaccines feels like they have covid again,1
340,usually before the vaccine is asked if you have ever had covid it s better to be honest when asked have a complaint,1
341,the gx 19 n vaccine is the first covid 19 vaccine with dna technology claimed to trigger antibodies longer and,1
342,bpom said the sputnik v vaccine would be given for 18 years and over the side effects are mild or moderate s,1
343,new problem in pandemic mental pressure maybe the deceased was affected by layoffs and was on the brink of poverty,1
344,so far the side effects are minimal or mild said achmad finally the determination of the use of vaccines is due to,1
345,the moderna vaccine began to be distributed to the general public this week head of bpom penny k lukito said the side effects,1
346,st the effect of this vaccine is indeed terrible just saw the crowd of people who will be vaccinated covid 19,-1
347,take care of your health and the progress yes 10 days ago the vaccine had no effect just sleepy and wanted to eat,0
348,5 community rights if you experience the side effects of the covid 19 vaccine top5facebookshares,0
349,i haven t vaccinated samsek because it s only been 1 month negative for covid there are definitely side effects but it all depends,-1
350,bibliography,0
351,pfizer covid 19 vaccine new zealand the new zealand ministry of health monday 30 8 2021 said a w,1
352,the question is have you ever had covid i answered i don t know because i didn t swab when i was sick it was last month kmren so it was suddenly postponed from,-1
353,new zealand reports first death from pfizer covid 19 vaccine believed to be rare side effect,1
354,natural covid 19 antibodies are claimed to have more immunity than 2 injections of the pfizer vaccine but what was not conveyed,1
