,data,label
79,penjelasan efek samping vaksin covid 19 pada lansia dan jadwal 14 april 2021 di balikpapan,-1
80,mama takut banget vaksin covid 19 terus aku tanya dulu pas vaksin meningitis takut ga engga katanya soalnya ga,-1
81,efek samping vaksin covid yang kedua ini gak menyenangkan ya,1
82,akhirnya suntikan dosis kedua vaksin covid 19 saya dapatkan alhamdulillah berikut daftar efek samping saya sejauh,1
83,apa saja efek samping dari vaksin covid 19 simak penjelasannya di fitphonelive pukul 15 00 wib stayfitforlife,0
84,moskow usai divaksin covid 19 dosis pertama pada minggu 28 3 presiden rusia vladimir putin mengaku mengalami s,1
85,abang ini sebenernya pinter tapi cuman males baca aja kayanya jadi postingannya selalu lucu gapapa b,1
86,sejauh ini pelaksanaan vaksinasi covid 19 juga berjalan lancar dan tidak terjadi kendala apapun yang disebabkan efek samping vaksin,1
87,lah efek samping tersebut adalah efek samping biasa bukan cuma vaksin covid 19 juga tapi dampaknya b,1
88,ini efek samping vaksin covid 19 astrazeneca di indonesia,0
89,sebelum di vaksin covid aku udah waswas sama efek si vaksin di badan bapaku eh ternyata yg lemah malah aku hahahaha,-1
90,pemberian vaksin covid 19 astrazeneca di sulawesi utara sempat dihentikan sementara karena laporan berbagai efek sa,-1
91,efek samping vaksin covid di indonesia kok aneh2 yah sugesti,-1
92,vaksin covid 19 astrazeneca mempunyai lebih banyak manfaatnya daripada efek samping itagi sebut vaksin astrazen,1
93,review efek samping vaksin covid badan lemes otot lemes lemah tak berdaya ngantuk ternyata ini efeknya d,-1
94,efek samping vaksin covid katanya bikin horny kocak anjir,1
95,tak rasakan efek samping vaksin covid 19 apakah berarti vaksin tak bekerja,-1
96,anita menjelaskan sebuah vaksin dapat diedarkan jika dalam proses pengujian memiliki manfaat yang lebih besar darip,1
97,tak rasakan efek samping usai vaksinasi covid 19 bukan berarti vaksin tak bekerja ini penjelasannya,-1
98,berikut kami bagikan informasi terkait efek samping dari vaksin covid 19,0
99,idntimesinfografis nah apa aja efek sampingnya dan bagaimana cara mengatasinya baca juga artikel lengkapnya,1
100,idntimesinfografis sudah mendapat giliran vaksinasi covid 19 belum bila sudah tetap disiplin protokol kesehata,0
101,setelah menerima suntikan vaksin covid 19 wajar memang jika merasakan efek samping apa efek sampingnya baca selen,1
102,kremlin vladimir putin tolak tampil di depan kamera usai vaksin covid 19 diduga alamai efek samping,0
103,jakarta juru bicara vaksinasi covid 19 kementerian kesehatan siti nadia tarmizi mengatak,0
104,menurut dia tubuh memberikan respons terhadap vaksin jika terjadi demam pegal atau badan lemas,0
105,trs uda dijelasin sama buibu yg lain efek pegal setelah vaksin itu normal dll trs ibunya bilang dia tau itu yg d,1
106,pagi baca grup buibu kulwap bikin kesel sendiri ada 1 ibu ada jadwal vaksin covid dr kantor tp beliau takut ef,-1
107,alhamdulillah saat ini lansia sudah semakin antusias dibandingkan awal berjalannya program vaksinasi apalagi mere,1
108,kenapa ya efek suntik yg kali ini pegelnya ngelebihin meningitis pas mo umrah dua minggu lagi vaksin covid woy na,1
109,bisa jadi ada artikel luar yg memperingatkan efek samping vaksin covid terhadap organ2 reproduksi ter,0
110,salah beredar info bhw vaksin akan menimbulkan efek samping yg lbh berat bg org yg berpuasa fakta tdk ada risiko,0
111,bpom ungkap efek samping vaksin covid 19 sinopharm,0
112,ini efek samping vaksin covid 19 sinopharm bpom bilang masih bisa ditoleransi download a,0
113,efek samping vaksin sinopharm sakit kepala nyeri otot dan diare vaksin covid 19 sinopharm akan diberikan kepada,0
114,ini efek samping vaksin covid 19 buatan sinopharm,0
115,berdasarkan uji klinis di uni emirat arab dan negara lain efikasi vaksin sinopharm adalah 78 persen,-1
116,efek samping sangat jarang dilaporkan,1
117,adrianrahman jujur ya gw sama covid 19 ini pilih gak mau divaksin gw mau lihat 2 3 tahun ke depan org2 yg sd,1
118,pembiayaan kipi seharusnya ditanggung full pemerintah mohon atensi enci,0
119,risiko covid 19 lebih besar dibanding efek samping vaksin,1
120,efek samping vaksin covid 19 tidak parah vaksindorongpemulihanri,0
121,vaksin covid nyeri lengan dan sakit kepala adalah efek samping paling umum menurut penelitian,1
122,tapi itu pun bisa dibantahkan dgn alasan ini yg ada kena prank lagi aja,0
123,bikin masyarakat takut di vaksin banyak yg berpendapat mending dak usah vaksin krn di vaksin blm tentu kebal thd,1
124,udah mas ga usah didengerin ladenin yang lain ngehina amp merendahkan mas fokus di 1 long term effect,-1
125,seluruh jenis vaksin covid 19 yang digunakan dalam program vaksinasi nasional dipastikan aman berkhasiat dan minim,1
126,vaksin covid nyeri lengan dan sakit kepala adalah efek samping paling umum menurut penelitian penelitian di in,1
127,skr gini efek jangka panjang vaksin nyaris tidak ada sama seperti p,0
128,emang ada efek nya psbb lagi ngga juga ini virus bakalan ada sampe lebaran monyet anjing ayam ba,-1
129,antusiame warga inggris terhadap vaksin covid 19 astrazeneca luntur dalam sebulan terakhir menandai tingginya kege,-1
130,ini beneran efek vaksin bisa kayak gini takut banget,1
131,puji tuhan akhirnya mendapatkan kesempatan untuk vaksin dosis pertama hari ini dan tidak ada efek apapun sampai den,1
132,bahkan masyarakat juga mencurigai adanya efek samping yang belum tentu membahayakan amankah sebenarnya vaksin s,1
133,kejadian ikutan pasca imunisasi kipi merupakan gejala yang biasa timbul setelah vaksinasi atau imunisasi tetap j,-1
134,kan sy sudah bilang vaksin yg lain proof of concept ada indikatornya juga ada a,-1
135,adakah efek samping bila vaksin covid 19 berbeda antara dosis satu dan kedua,1
136,denger kabar temen org india ad yg nyokapnya meninggal garagara efek samping vaksin covid nih berita sungguh bikin,-1
137,apa efek bila ibu hamil terlanjur mendapatkan vaksin covid 19 dok via,1
138,di lingkunganku sendiri ada orang tua yg setelah vaksin baru kena covid alhamdulillah gejalanya r,1
139,moots adakah yg udh vaksin covid mau tanya ada efek samping pusing atau mual gakya,0
140,pemerintah pastikan vaksin covid 19 minim efek samping via,-1
141,rekomendasi dokter internis terkait efek pembekuan darah vaksin covid 19 astrazeneca,0
142,udah si cuma efek long covid masi ada terus ni mak gua juga katanya rekan kerjanya ada yg kena cov,-1
143,beritaterkini pemerintah pastikan vaksin covid 19 minim efek samping selengkapnya,1
144,ikuti tips meminimalisir efek samping setelah vaksin covid 19 adaradioplus,0
145,negara lain sudah mengkaji efek samping serius akibat vaksin covid membuka kembali sekolah di sini masih mbulet s,-1
146,dari masalah gangguan ereksi sampai limfositosis semuanya dikaitkan dengan efek samping vaksin covid 19 hmm bene,0
147,kenali beda efek samping vaksin dengan gejala covid19,0
148,reaksi yang mungkin terjadi setelah vaksinasi covid 19 hampir sama dengan vaksin lain yaitu dapat berupa reaksi lo,-1
149,seluruh jenis vaksin covid 19 yg digunakan dlm program vaksinasi nasional dipastikan aman berkhasiat dan minim efe,1
150,daftar efek samping yang ditimbulkan suntikkan vaksin covid 19 berpotensi bertambah perkembangan terbaru ada duga,1
151,studi israel meninjau dugaan radang jantung sebagai efek samping pada penerima vaksin covid 19 pfizer,0
152,kenali beda efek samping vaksin dengan gejala covid 19 memang mendapat vaksin b,0
153,dan 95 keguguran telah dilaporkan ke sistem pelaporan efek merugikan vaksin vaers as setelah vaksinasi covid per,0
154,vaksin covid 19 yang beredar di as mrna moderna dan pfizer dan dna johnson amp johnson janssen telah menyeba,0
155,mau cerita efek dari vaksin covid 19 yg jelas efeknya beda2 ke orang ya ini efek yg kurasa di tubuh aku,1
156,alhamdulillah hari ini 25 4 saya dapat giliran vaksin covid 19 tahap 1 vaksinasi tahap ke 2 akan di laksanakan pad,0
157,waras disini juga membuktikan bahwa covid saat ini hanyalah settingan india dinyatakan sunami covid mereka m,1
158,pemerintah vaksin covid 19 minim efek samping jokowilawanpandemi,-1
159,pemerintahan memastikan vaksin covid 19 minim efek samping jika ditemukan efek samping masyarakt diminta,-1
160,jika setelah vaksinasi ditemukan efek samping pemerintah minta masyarakat melapor ke fasilitas kesehatan masyarak,0
161,pemerintah pastikan vaksin covid 19 minim efek samping lawan pandemi,-1
162,pemerintah pastikan vaksin covid 19 minim efek samping jika vaksinasi ditemukan efek samping pemerintah minta mas,1
163,kertas hudhi koko28 banyak hal yg menyebabkan harus,1
164,jujur abis vaksin covid yg pertama efek di gue seluruh badan pegel linu kaya abis nguli,1
165,ada yg tau berapa lama ya efek laper mulu krn vaksin covid vaksin sabtu kemarin sampe hari ini kok berasa laper mulu yak,-1
166,jika vaksin tdk efektif mencegah covid kenapa diharuskan vaksin bukankah virusnya,-1
167,serius nanya fren kelen yang udah vaksin covid ini ada efek ga si setelahnya,-1
168,parno bgttttt sama yg bersin2 batuk2 apakah ini termasuk efek ditinggal ibuk karena covid kapan bisa vaksin,1
169,update covid harian 31 mei 2021 1 kasus aktif indonesia gt 100 ribu 2 malaysia lockdown panic buying 3 va,-1
170,12 efek samping vaksinasi hasil temuan dinkes batu covid19vic covid vaksinasicovid19 vaksin vaksincovid,0
171,baru aja kejadian sama temennya suami dia badannya demam meriang sehabis vaksin sampe 38 5 minta izin,0
172,dalam beberapa kasus yg sudah divaksin dua kali masih dijumpai terkena covid umumnya mereka tanpa geja,1
173,kenali efek samping dari pemberian vaksin virus covid 19 bagi tubuh,0
174,kenali efek samping dari pemberian vaksin virus covid 19 bagi tubuh sebagian masyarakat di indonesia tengah mendap,0
175,iya brusan baca brita atas pangakuan bpk dimedia klau beliau positif covid mski,1
176,689 orang laporkan reaksi negatif setelah divaksin komnas kipi 228 laporan efek serius co,-1
177,hoaks covid 19 vaksin moderna mengandung sm 102 hingga kiat kiat cegah efek samping vaksinasi,0
178,vaksin tidak menjamin tidak terkena covid lagi tapi mengurangi keparahan efek covid,0
179,timbulnya efek samping vaksin covid 19 menandakan sistem kekebalan tubuh telah bekerja dan bereaksi vaksin bekerja,0
180,kenali efek samping yang ditimbulkan usai vaksin covid 19 astrazeneca kemungkinan munculnya efek samping setelah v,0
181,f2 tapi selama ini dokter tdk pernah menjelaskan kandungan dan efek fucksin giliran ada yg cacat dan,1
182,asli gaes vaksin covid udah lumayan lama tapi efek magnet masih kenceng ni gaes,1
183,inti fakta baru efek samping vaksin covid 19 buatan dua perusahaan ini,1
184,mantan menteri kesehatan dr terawan agus putranto meyakini vaksin nusantara akan mengakhiri pandemi covid 19 d,0
185,yuk intip komposisi vaksin covid di indonesia apa iya punya efek magnet vaksin vaksinasi vaksinasicovid19,0
186,abis dapet 2nd dose vaksin covid efek yang masih ada sampe sekarang adalah kedutan di mata kiri,0
187,insiden reaksi merugikan atau efek samping terhadap vaksin covid 19 di tiongkok adalah 11 86 dosis dari 100 000 dos,0
188,meski muncul sejumlah keluhan soal efek samping pemerintah bersama sejumlah otoritas kesehatan kembali menegaskan,0
189,update covid harian 29 mei 2021 1 hampir 50 orang dewasa di as sudah divaksin indonesia 2 kenapa vaksin m,0
190,sars cov 2 atau biasa yang disebut pandemi covid merupakan penyakit zoonosis yang disebarakan pertama kali di wuhan,-1
191,jdi dri skian bnyaknya dokter dnegri ini bhkan dgn wadah yg bgitu besar tak breaksi scra mayoritas,1
192,adakah efek vaksin covid 19 untuk ibu hamil ini hasil studi terbaru,1
193,isnainmala kurang tau penyebabnya apa tapi banyak banget temuan efek sampi,0
194,cek fakta hoaks vaksin pfizer timbulkan efek samping yang bahaya lewat kontak fisik vaksin covid 19 buatan pfizer,-1
195,masalah vaksinasi covid 19 untuk warga lansia ternyata tidak sebatas efektivitas vaksin dan efek sampingnya harus,1
196,ternyata pelaporan kipi vaksin covid 19 di indonesia memerlukan nama ayah ibu pasien kelihatannya sesuai format ki,0
197,smntr az lg beredar dg imbuhan vaksin yg menimbulkan efek baik itu demam atau nyeri adalah yg terbaik karena u,1
198,moderna mengumumkan pada hari selasa lalu bahwa vaksin covid 19 yang mereka produksi aman dan efektif untuk mencega,1
199,satgas covid 19 yogya sebut belum ada laporan efek samping vaksin astrazeneca,0
200,vaksin covid 19 jenis astrazeneca yang telah digunakan di kota yogyakarta sejak jumat 21 5 hingga kini belum ada,0
201,berapa lama efek samping suntik vaksin covid 19 bisa bertahan yuk simak dalam suaragrafis berikut ini,-1
202,aurelie moeremans mengungkap efek yang dirasakannya,0
203,dinamika info vaksin sinopharm menjadi salah satu jenis vaksin covid 19 yang digunakan dalam program vaksinasi g,0
204,observasiku di berbagai wagroup kok kayanya banyak yg kaget ya dengan berbagai efek samping vaksin covid 19 yang,1
205,vaksin astrazeneca aman dan efektif untuk melindungi orang dari risiko covid 19 yang sangat serius ini termasuk ri,1
206,efek sampingnya lebih kuat katanya yg sempat ramai sampai meninggal setelah divaksin a,1
207,vaksin astrazeneca aman dan efektif utk melindungi org dari risiko covid 19 yg sangat serius ini termasuk risiko k,1
208,nahh udah ketebak tiap tahun bakalan ada vaksin covid trus sertifikatnya tiap tahun gitu yakin masih gratis,1
209,atasi efek samping suntikan vaksin covid 19 dengan cara berikut tempogaya,0
210,manfaat vaksin dalam penanganan covid 19 lebih besar daripada risiko efek sampingnya yang dapat mengak,1
211,investasi efek samping vaksin covid 19 tak hanya dilakukan ke astrazeneca,0
212,manfaat vaksin dalam penanganan covid 19 lebih besar daripada risiko efek sampingnya yang dapat mengakibatkan masa,1
213,mama gue sakit abis vaksin covid padahal sebelum vaksin sehat walafiat emangnya vaksin ada efek samping,-1
214,ternyata efek sampingnya umum mas kalo vaksin nya astrazeneca juk do meriang tp jane vaksine lebih taha,1
215,efek samping penyuntikan vaksin astrazeneca jarang terjadi kalaupun ada sifatnya ringan seperti kebas pegal di ar,1
216,efek samping vaksin covid 19 salah satunya adalah rasa pengen gajian lebih cepat,0
217,alhamdulillah tula tk sgka cepat jgk lepas apply under kerajaan negeri harap2 side efek nye mengantuk da,0
218,smartlistners ketua bidang penanganan kesehatan satgas covid 19 alexander ginting mengatakan meski ada efek sam,0
219,masih terjadi d grup wa menyebarkan copas2 entah dr mana bahwa yg byk meninggal d rs krn efek vaksin bkn krn co,0
220,perubahan menstruasi bisa jadi efek samping jangka pendek vaksin covid 19,0
221,seputar vaksin covid efek samping bagian pertama,0
222,tadi siang ketemu dan ngobrol sama salah satu covidiot yang gamau vaksin dan gapercaya kalo covid nyata korek2 ken,1
223,next day gw dpet info vaksin tanpa surat domisili ada di rsup persahabatan yauda gw kesitu long story short gw b,-1
224,kapan saya suruh situ ke dokter saya cm suruh situ pikir sendiri ya kalo ga yak,-1
225,fakta banyak pemain positif covid g boleh tanding fisik pemain bukan jaminan lolos positif covid ke berbagai n,1
226,efek samping tersebut juga mengartikan vaksin bekerja di tubuh,-1
227,hudhi yampun super sadis sih di mana hak asasi manusianya sy gak mau di vaksin cuma memperkecil efek sam,-1
228,gimana yaa kalo ini mah misalkan ternyata positif covid tanpa gejala tapi gak tau karena gak antigen atau pcr da,1
229,vaksin disuntik gratis kelar efek samping biasa kena covid kalo parah ya disuntik bisa nularin kelu,1
230,kalo efek dari vaksin aja di positifin covid jadi angka covid di jakarta itu real atau nggak ya,1
231,saya masih positif thinking sih bukan karena covid mas karena efek vaksin nya aja semoga bulan corona,1
232,ayolah ente2 jgn egois dgn gak mau vaksin kek takut efek vaksin dsbnya kalau you sekalian kena covid dgn gejala b,-1
233,terima kasih dok kasian sih dok masih sempat berdebat sama almarhuma soal covid masih galau soal vaksi,-1
234,syarat vaksin covid 19 untuk ibu hamil simak juga efek sampingnya,1
235,tak perlu takut divaksin ini dia cara mudah mengatasi efek samping vaksin covid 19,-1
236,link pencetakan sertifikat vaksin ternyata diperjualbelikan oleh oknum yg tidak bertanggungjawab utk dijual kepada,0
237,riego dan didaerahku gaada penyampaian kyk gitu samsek pokoknya umur sekian sampai sekian vaksin gaada dika,-1
238,hanafi ingatkan satgas buka layanan aduan efek vaksin covid lewat,0
239,liat berita baru baru ini dan liat postingan temen temen gua kalo ada efek samping vaksin gua jadi mikir 2 kali,1
240,pahami efek samping vaksin covid 19 dan cara menangani secara tepat kontan covid covid19,0
241,bpom mengeluarkan izin penggunaan darurat atau eua untuk vaksin covid 19 sinovac untuk anak di atas usia 12 tahun,0
242,vaksin covid 19 mengandung aluminium yang berpotensi mengganggu pertumbuhan anak pemerintah diminta menjamin keama,0
243,perbandingan efek samping obat covid 19 menurut data fda dan cdc kematian akibat vaksin covid 19 adalah tertinggi,0
244,vaksin kedua done sebagai bentuk ikhtiar dalam menghadapi covid saran dari petugasnya adalah dengan istirahat c,0
245,moga nti lancar soale pas lazu vaksin dia yo lgsg tepar malah dikiro bar vaksin kenek covid tp terny,0
246,selain itu para peneliti juga mengungkapkan bahwa efek samping setelah suntik vaksin covid 19 campuran ini lebih r,1
247,yang ku maksud efek vaksin ri termasuk ngantuk yg ga biasa bukan gejala covid setelah vaksin,-1
248,nah vaksin astrazeneca dan pfizer ini ampuh menangkal virus covid 19 pun varian delta dari india dibandingkan efe,1
249,vaksin covid 19 mengandung aluminium yang berpotensi mengganggu pertumbuhan anak korantempo,0
250,kaget nyokap gw blg angka covid naik grgr org2 vaksin gw jawab angka covid naik soalnya efek org2 pd mudik tp dia,1
251,gass mending nahan efek samping vaksin daripada nahan sakit covid,-1
252,689 orang laporkan reaksi negatif setelah di vaksin komnas kipi 228 laporan efek seriu,-1
253,iya mas kemarin agak bingung bedainnya antara efek vaksin atau gejala covid soalnya gejalanya hampir mir,-1
254,efek terinfeksi covid 19 tak sebanding dengan efek vaksinasi ahli imbau jangan tunda vaksin gt sebenarnya ada lagi,1
255,aku gerd dan udah vaksin pertama astrazeneca gada efek gimana2 cuma pegel aja terus 12 har,1
256,corason vaksin tu bukan bikin kebal cuman meringankan gejala efek covid apa bila terpapar covid,0
257,beritanya terlalu berlebihan ah saya penderita gerd sempat kena covid 19 gejala ringan dan alhamdulilla,1
258,baru vaksin pertama sih trs kena covid di bulan juli dan gaada efek apa apa cuma gabisa cium aroma aja,1
259,my covid story 19 juni 2021 vaksin sinovac biofarma vaksin kesatu sama sekali tidak terasa efek samping aku v,1
260,tapi kan vaksin belom ada penelitian jangka panjangnya gimana kalo 5 atau 10 taun lagi ada efek samping ternyata,0
261,aku positif covid 3 hari lalu tanpa gejala tapi sekarang udah gak bisa nyium bau dan rasa makanan hambar bersyuk,1
262,akhir2 ini isu efek amp risiko vaksin serta isu tentang covid 19 itu bahaya gak sih muncul lagi karena itu sa,-1
263,vaksinasi gak boleh diwajibkan ini bertentangan dengan uu apalag,0
264,di sana kasus harian masih tinggi tapi tingkat kematiannya rendah keknya covid udah jadi penyakit bias,-1
265,gw curiga tadi yg disuntikin aer deh bukan vaksin covid abisnya yg laen ada efek gaenak badan dll tapi gw enggak,-1
266,x kamu udah vaksin y udah x ada efek sampingnya nggak y ada efeknya seneng seneng banget ayovaksin covid,1
267,3 hari efek pegal pusing demam bagi orang awam yg gak dapat info bakal ada efek samping pasti bakal,1
268,kelompok yang susah diajak vaksin bbrp survivor covid yang merasa sistem kekebalan tubuh mereka lebih bagus dar,0
269,jika terus menurun dengan waktu yang cepat para peneliti khawatir efek perlindungan vaksin akan berkurang terutam,0
270,efek setelah vaksin kayak kena covid remek kabeh awakku,1
271,alesannya 1 kampanye vaksin berbanding terbalik dengan fakta katanya bikin imun nyatanya,0
272,kok analoginya ke brugada syndrome y bukankah riset adverse events following immunisation ki,0
273,kutip ini european medicines agency ema sarankan vaksin zeneca cantumkan efek samping penyumbatan darah,0
274,berarti bnr dong untuk meringankan gejala berat,0
275,1 kuatir efek samping dari vaksin jangka panjang 2 punya banyak komorbid 3 uda kena covid 4 males,-1
276,kalau masih banyak org yang gamau vaksin karena takut efek sampingnya berarti capaian literasi sama sosialisasi ten,-1
277,berhasil ngajak ex gitaris dulu buat vaksin tahun kemarin dia sampe jual gitar efek dan ampli terakhirnya sempet,0
278,jedi situ mempermasalahkan vaksin covid tapi saya ditunjukin efek dari trial vaksin me,0
279,jedi lah kalau lihat dari videonya itu hasil trial vaksin meningitis yang dipermasal,-1
280,ada yang tau efek samping vaksin covid jika beda tipe vaksinnya,0
281,ya kasihan malah bisa jadi terpapar covid sblm dapat efek vaksin smg bisa dicari solusi yg lebih baik,1
