,data
43,tidak ada gejala klinis yang menunjukkan efek samping kurang baik maka selanjutnya diperbolehkan pulang kegiatan i
44,sehabis menjalani vaksinasi mungkin beberapa orang ada yang mengalami efek samping seperti demam bagaimana jika t
45,vaksin covid 19 ternyata bisa menimbulkan efek yang disebut dengan covid arm apa itu covid arm dan bagaimana men
46,tidak ada efek samping setelah terima vaksin covid 19 tanda sistem kekebalan tidak bekerja
47,tengok lah jenis efek mcm mane ada ke patut pendukung vaksin covid 19 compare dgn nasik kahkahkahkahkah
48,ada penjelasan efek dari vaksin covid 19 nggak si kemarin lupa tanya dasar masle nyari artikel
49,vaksin covid ci mudahan ga ada efek sampingnya
50,so far efek vaksin covid tahap satu yang udah diterima nyokap gw adalah ngantuk nyokap gw tidur dr jam 7 malem
51,pakar vaksin covid 19 aman bagi lansia 80 tahun tanpa efek samping
52,foto wajah dua pria membengkak diklaim efek samping vaksin covid 19 moderna ini cek faktanya
53,pfizer pelajari efek dosis vaksin covid 19 ketiga vaksin virus corona covid 19 pfizer biontech
54,tf ada yg udah pernah di vaksin covid efek setelah suntik apa yg dirasaiin
56,hingga saat ini belum ada laporan efek sedang maupun berat yang dirasakan peserta setelah mendapatkan vaksin terse
57,wartawan kly disuntik vaksin covid 19 tak ada efek samping
58,wartawan kly disuntik vaksin covid 19 tak ada efek samping vaksinasi dimulai pukul 08 00 wib peserta harus menja
59,jika obat pereda nyeri dan demam bisa mengurangi efek samping vaksin mungkinkah ada pengaruh terhadap efektivitas
60,10 38 beritasonora jika obat pereda nyeri dan demam bisa mengurangi efek samping vaksin mungkinkah ada pengaruh
61,menurut bahrul belum ada penjelasan dari pemerintah perihal efek samping dari vaksinasi covid 19 bagi kelompok dif
62,virus corona california bermutasi kebal vaksin covid 19 semakin berbahaya dia mengatakan antara varian inggris d
63,sebuah penelitian terhadap 40 000 petugas kesehatan yang telah menerima vaksin pfizer menemukan satu dari tiga oran
64,efek suntik vaksin suarjaya 3 kali lebih ringan bila terpapar covid
65,pakar yakinkan efek samping vaksin covid 19 tidak berat tempogaya
66,cek fakta foto wajah dua pria membengkak diklaim efek samping vaksin covid 19 moderna ini cek faktanya
67,para ahli di itagi menegaskan efek samping vaksin covid 19 bersifat ringan tidak ada orang yang sampai dirawat di
68,efek samping dari vaksin memang seperti itu pada umumnya jangan2 anda waktu sekolah dulu lari ya pas
69,bbrp efek vaksin covid yg dialami teman mengantuk aduhhh bukan efek vaksin aja kerjaan gua ngantuk dan pelor semoga hamba baik2 saja
70,efek setelah di vaksin covid 10 jam yang gue rasa 1 gampang laper dan haus sering makan dan minum air sebo
71,efek vaksin covid yg kedua biasa aja pas yg pertama kali panas dingin sama mual trus
72,beberapa kenalan aku sebagian org sudah vaksin covid dan mrk baik2 sana tapi ada beberapa yg efek samping ringan k
73,selasa minggu lalu dokter penyakit dalam gua ga praktek karena positf covid selasa ini udah lepas infus dan udah b
74,itagi efek samping sinovac dan astrazeneca menurut sy cukup ringan tdk ada yg masuk rumah sakit sampe meninggal
75,pati sesuai jadwal program vaksinasi covid 19 sebentar lagi akan menyasar kepada warga
76,jadi setelah kamu mendapatkan vaksin covid 19 biasanya akan muncul beberapa gejala atau efek samping umum con
77,dr steaven jubir satgas covid 19 sulut menjelaskan dalam eua vaksin astrazeneca sebenarnya telah disebutkan bahwa
78,disuntik vaksin covid 19 pria ini alami efek yang bikin merinding
79,efek samping vaksin covid 19 pada lansia jangan diabaikan
80,penjelasan efek samping vaksin covid 19 pada lansia dan jadwal 14 april 2021 di balikpapan
81,mama takut banget vaksin covid 19 terus aku tanya dulu pas vaksin meningitis takut ga engga katanya soalnya ga
82,efek samping vaksin covid yang kedua ini gak menyenangkan ya
83,akhirnya suntikan dosis kedua vaksin covid 19 saya dapatkan alhamdulillah berikut daftar efek samping saya sejauh
84,apa saja efek samping dari vaksin covid 19 simak penjelasannya di fitphonelive pukul 15 00 wib stayfitforlife
85,moskow usai divaksin covid 19 dosis pertama pada minggu 28 3 presiden rusia vladimir putin mengaku mengalami s
86,abang ini sebenernya pinter tapi cuman males baca aja kayanya jadi postingannya selalu lucu gapapa b
87,sejauh ini pelaksanaan vaksinasi covid 19 juga berjalan lancar dan tidak terjadi kendala apapun yang disebabkan efek samping vaksin
88,lah efek samping tersebut adalah efek samping biasa bukan cuma vaksin covid 19 juga tapi dampaknya b
89,ini efek samping vaksin covid 19 astrazeneca di indonesia
90,sebelum di vaksin covid aku udah waswas sama efek si vaksin di badan bapaku eh ternyata yg lemah malah aku hahahaha
91,pemberian vaksin covid 19 astrazeneca di sulawesi utara sempat dihentikan sementara karena laporan berbagai efek sa
92,efek samping vaksin covid di indonesia kok aneh2 yah sugesti
93,vaksin covid 19 astrazeneca mempunyai lebih banyak manfaatnya daripada efek samping itagi sebut vaksin astrazen
94,review efek samping vaksin covid badan lemes otot lemes lemah tak berdaya ngantuk ternyata ini efeknya d
95,efek samping vaksin covid katanya bikin horny kocak anjir
96,tak rasakan efek samping vaksin covid 19 apakah berarti vaksin tak bekerja
97,anita menjelaskan sebuah vaksin dapat diedarkan jika dalam proses pengujian memiliki manfaat yang lebih besar darip
98,tak rasakan efek samping usai vaksinasi covid 19 bukan berarti vaksin tak bekerja ini penjelasannya
99,berikut kami bagikan informasi terkait efek samping dari vaksin covid 19
100,idntimesinfografis nah apa aja efek sampingnya dan bagaimana cara mengatasinya baca juga artikel lengkapnya
101,idntimesinfografis sudah mendapat giliran vaksinasi covid 19 belum bila sudah tetap disiplin protokol kesehata
102,setelah menerima suntikan vaksin covid 19 wajar memang jika merasakan efek samping apa efek sampingnya baca selen
103,kremlin vladimir putin tolak tampil di depan kamera usai vaksin covid 19 diduga alamai efek samping
104,jakarta juru bicara vaksinasi covid 19 kementerian kesehatan siti nadia tarmizi mengatak
105,menurut dia tubuh memberikan respons terhadap vaksin jika terjadi demam pegal atau badan lemas
106,trs uda dijelasin sama buibu yg lain efek pegal setelah vaksin itu normal dll trs ibunya bilang dia tau itu yg d
107,pagi baca grup buibu kulwap bikin kesel sendiri ada 1 ibu ada jadwal vaksin covid dr kantor tp beliau takut ef
108,alhamdulillah saat ini lansia sudah semakin antusias dibandingkan awal berjalannya program vaksinasi apalagi mere
109,kenapa ya efek suntik yg kali ini pegelnya ngelebihin meningitis pas mo umrah dua minggu lagi vaksin covid woy na
110,bisa jadi ada artikel luar yg memperingatkan efek samping vaksin covid terhadap organ2 reproduksi ter
111,salah beredar info bhw vaksin akan menimbulkan efek samping yg lbh berat bg org yg berpuasa fakta tdk ada risiko
112,bpom ungkap efek samping vaksin covid 19 sinopharm
113,ini efek samping vaksin covid 19 sinopharm bpom bilang masih bisa ditoleransi download a
114,efek samping vaksin sinopharm sakit kepala nyeri otot dan diare vaksin covid 19 sinopharm akan diberikan kepada
115,ini efek samping vaksin covid 19 buatan sinopharm
116,berdasarkan uji klinis di uni emirat arab dan negara lain efikasi vaksin sinopharm adalah 78 persen
117,efek samping sangat jarang dilaporkan
118,adrianrahman jujur ya gw sama covid 19 ini pilih gak mau divaksin gw mau lihat 2 3 tahun ke depan org2 yg sd
119,pembiayaan kipi seharusnya ditanggung full pemerintah mohon atensi enci
120,risiko covid 19 lebih besar dibanding efek samping vaksin
121,efek samping vaksin covid 19 tidak parah vaksindorongpemulihanri
122,vaksin covid nyeri lengan dan sakit kepala adalah efek samping paling umum menurut penelitian
123,tapi itu pun bisa dibantahkan dgn alasan ini yg ada kena prank lagi aja
124,bikin masyarakat takut di vaksin banyak yg berpendapat mending dak usah vaksin krn di vaksin blm tentu kebal thd
125,udah mas ga usah didengerin ladenin yang lain ngehina amp merendahkan mas fokus di 1 long term effect
126,seluruh jenis vaksin covid 19 yang digunakan dalam program vaksinasi nasional dipastikan aman berkhasiat dan minim
127,vaksin covid nyeri lengan dan sakit kepala adalah efek samping paling umum menurut penelitian penelitian di in
128,skr gini efek jangka panjang vaksin nyaris tidak ada sama seperti p
129,emang ada efek nya psbb lagi ngga juga ini virus bakalan ada sampe lebaran monyet anjing ayam ba
130,antusiame warga inggris terhadap vaksin covid 19 astrazeneca luntur dalam sebulan terakhir menandai tingginya kege
131,ini beneran efek vaksin bisa kayak gini takut banget
132,puji tuhan akhirnya mendapatkan kesempatan untuk vaksin dosis pertama hari ini dan tidak ada efek apapun sampai den
133,bahkan masyarakat juga mencurigai adanya efek samping yang belum tentu membahayakan amankah sebenarnya vaksin s
134,kejadian ikutan pasca imunisasi kipi merupakan gejala yang biasa timbul setelah vaksinasi atau imunisasi tetap j
135,kan sy sudah bilang vaksin yg lain proof of concept ada indikatornya juga ada a
136,adakah efek samping bila vaksin covid 19 berbeda antara dosis satu dan kedua
137,denger kabar temen org india ad yg nyokapnya meninggal garagara efek samping vaksin covid nih berita sungguh bikin
138,apa efek bila ibu hamil terlanjur mendapatkan vaksin covid 19 dok via
139,di lingkunganku sendiri ada orang tua yg setelah vaksin baru kena covid alhamdulillah gejalanya r
140,moots adakah yg udh vaksin covid mau tanya ada efek samping pusing atau mual gakya
141,pemerintah pastikan vaksin covid 19 minim efek samping via
142,rekomendasi dokter internis terkait efek pembekuan darah vaksin covid 19 astrazeneca
143,udah si cuma efek long covid masi ada terus ni mak gua juga katanya rekan kerjanya ada yg kena cov
144,beritaterkini pemerintah pastikan vaksin covid 19 minim efek samping selengkapnya
145,ikuti tips meminimalisir efek samping setelah vaksin covid 19 adaradioplus
146,negara lain sudah mengkaji efek samping serius akibat vaksin covid membuka kembali sekolah di sini masih mbulet s
147,dari masalah gangguan ereksi sampai limfositosis semuanya dikaitkan dengan efek samping vaksin covid 19 hmm bene
148,kenali beda efek samping vaksin dengan gejala covid19
149,reaksi yang mungkin terjadi setelah vaksinasi covid 19 hampir sama dengan vaksin lain yaitu dapat berupa reaksi lo
150,seluruh jenis vaksin covid 19 yg digunakan dlm program vaksinasi nasional dipastikan aman berkhasiat dan minim efe
151,daftar efek samping yang ditimbulkan suntikkan vaksin covid 19 berpotensi bertambah perkembangan terbaru ada duga
152,studi israel meninjau dugaan radang jantung sebagai efek samping pada penerima vaksin covid 19 pfizer
153,kenali beda efek samping vaksin dengan gejala covid 19 memang mendapat vaksin b
154,dan 95 keguguran telah dilaporkan ke sistem pelaporan efek merugikan vaksin vaers as setelah vaksinasi covid per
155,vaksin covid 19 yang beredar di as mrna moderna dan pfizer dan dna johnson amp johnson janssen telah menyeba
156,mau cerita efek dari vaksin covid 19 yg jelas efeknya beda2 ke orang ya ini efek yg kurasa di tubuh aku
157,alhamdulillah hari ini 25 4 saya dapat giliran vaksin covid 19 tahap 1 vaksinasi tahap ke 2 akan di laksanakan pad
158,waras disini juga membuktikan bahwa covid saat ini hanyalah settingan india dinyatakan sunami covid mereka m
159,pemerintah vaksin covid 19 minim efek samping jokowilawanpandemi
160,pemerintahan memastikan vaksin covid 19 minim efek samping jika ditemukan efek samping masyarakt diminta
161,jika setelah vaksinasi ditemukan efek samping pemerintah minta masyarakat melapor ke fasilitas kesehatan masyarak
162,pemerintah pastikan vaksin covid 19 minim efek samping lawan pandemi
163,pemerintah pastikan vaksin covid 19 minim efek samping jika vaksinasi ditemukan efek samping pemerintah minta mas
164,kertas hudhi koko28 banyak hal yg menyebabkan harus
165,jujur abis vaksin covid yg pertama efek di gue seluruh badan pegel linu kaya abis nguli
166,ada yg tau berapa lama ya efek laper mulu krn vaksin covid vaksin sabtu kemarin sampe hari ini kok berasa laper mulu yak
167,jika vaksin tdk efektif mencegah covid kenapa diharuskan vaksin bukankah virusnya
168,serius nanya fren kelen yang udah vaksin covid ini ada efek ga si setelahnya
169,parno bgttttt sama yg bersin2 batuk2 apakah ini termasuk efek ditinggal ibuk karena covid kapan bisa vaksin
170,update covid harian 31 mei 2021 1 kasus aktif indonesia gt 100 ribu 2 malaysia lockdown panic buying 3 va
171,12 efek samping vaksinasi hasil temuan dinkes batu covid19vic covid vaksinasicovid19 vaksin vaksincovid
172,baru aja kejadian sama temennya suami dia badannya demam meriang sehabis vaksin sampe 38 5 minta izin
173,dalam beberapa kasus yg sudah divaksin dua kali masih dijumpai terkena covid umumnya mereka tanpa geja
174,kenali efek samping dari pemberian vaksin virus covid 19 bagi tubuh
175,kenali efek samping dari pemberian vaksin virus covid 19 bagi tubuh sebagian masyarakat di indonesia tengah mendap
176,iya brusan baca brita atas pangakuan bpk dimedia klau beliau positif covid mski
177,689 orang laporkan reaksi negatif setelah divaksin komnas kipi 228 laporan efek serius co
178,hoaks covid 19 vaksin moderna mengandung sm 102 hingga kiat kiat cegah efek samping vaksinasi
179,vaksin tidak menjamin tidak terkena covid lagi tapi mengurangi keparahan efek covid
180,timbulnya efek samping vaksin covid 19 menandakan sistem kekebalan tubuh telah bekerja dan bereaksi vaksin bekerja
181,kenali efek samping yang ditimbulkan usai vaksin covid 19 astrazeneca kemungkinan munculnya efek samping setelah v
182,f2 tapi selama ini dokter tdk pernah menjelaskan kandungan dan efek fucksin giliran ada yg cacat dan
183,asli gaes vaksin covid udah lumayan lama tapi efek magnet masih kenceng ni gaes
184,inti fakta baru efek samping vaksin covid 19 buatan dua perusahaan ini
185,mantan menteri kesehatan dr terawan agus putranto meyakini vaksin nusantara akan mengakhiri pandemi covid 19 d
186,yuk intip komposisi vaksin covid di indonesia apa iya punya efek magnet vaksin vaksinasi vaksinasicovid19
187,abis dapet 2nd dose vaksin covid efek yang masih ada sampe sekarang adalah kedutan di mata kiri
188,insiden reaksi merugikan atau efek samping terhadap vaksin covid 19 di tiongkok adalah 11 86 dosis dari 100 000 dos
189,meski muncul sejumlah keluhan soal efek samping pemerintah bersama sejumlah otoritas kesehatan kembali menegaskan
190,update covid harian 29 mei 2021 1 hampir 50 orang dewasa di as sudah divaksin indonesia 2 kenapa vaksin m
191,sars cov 2 atau biasa yang disebut pandemi covid merupakan penyakit zoonosis yang disebarakan pertama kali di wuhan
192,jdi dri skian bnyaknya dokter dnegri ini bhkan dgn wadah yg bgitu besar tak breaksi scra mayoritas
193,adakah efek vaksin covid 19 untuk ibu hamil ini hasil studi terbaru
194,isnainmala kurang tau penyebabnya apa tapi banyak banget temuan efek sampi
195,cek fakta hoaks vaksin pfizer timbulkan efek samping yang bahaya lewat kontak fisik vaksin covid 19 buatan pfizer
196,masalah vaksinasi covid 19 untuk warga lansia ternyata tidak sebatas efektivitas vaksin dan efek sampingnya harus
197,ternyata pelaporan kipi vaksin covid 19 di indonesia memerlukan nama ayah ibu pasien kelihatannya sesuai format ki
198,smntr az lg beredar dg imbuhan vaksin yg menimbulkan efek baik itu demam atau nyeri adalah yg terbaik karena u
199,moderna mengumumkan pada hari selasa lalu bahwa vaksin covid 19 yang mereka produksi aman dan efektif untuk mencega
200,satgas covid 19 yogya sebut belum ada laporan efek samping vaksin astrazeneca
201,vaksin covid 19 jenis astrazeneca yang telah digunakan di kota yogyakarta sejak jumat 21 5 hingga kini belum ada
202,berapa lama efek samping suntik vaksin covid 19 bisa bertahan yuk simak dalam suaragrafis berikut ini
203,aurelie moeremans mengungkap efek yang dirasakannya
204,dinamika info vaksin sinopharm menjadi salah satu jenis vaksin covid 19 yang digunakan dalam program vaksinasi g
205,observasiku di berbagai wagroup kok kayanya banyak yg kaget ya dengan berbagai efek samping vaksin covid 19 yang
206,vaksin astrazeneca aman dan efektif untuk melindungi orang dari risiko covid 19 yang sangat serius ini termasuk ri
207,efek sampingnya lebih kuat katanya yg sempat ramai sampai meninggal setelah divaksin a
208,vaksin astrazeneca aman dan efektif utk melindungi org dari risiko covid 19 yg sangat serius ini termasuk risiko k
209,nahh udah ketebak tiap tahun bakalan ada vaksin covid trus sertifikatnya tiap tahun gitu yakin masih gratis
210,atasi efek samping suntikan vaksin covid 19 dengan cara berikut tempogaya
211,manfaat vaksin dalam penanganan covid 19 lebih besar daripada risiko efek sampingnya yang dapat mengak
212,investasi efek samping vaksin covid 19 tak hanya dilakukan ke astrazeneca
213,manfaat vaksin dalam penanganan covid 19 lebih besar daripada risiko efek sampingnya yang dapat mengakibatkan masa
214,mama gue sakit abis vaksin covid padahal sebelum vaksin sehat walafiat emangnya vaksin ada efek samping
215,ternyata efek sampingnya umum mas kalo vaksin nya astrazeneca juk do meriang tp jane vaksine lebih taha
216,efek samping penyuntikan vaksin astrazeneca jarang terjadi kalaupun ada sifatnya ringan seperti kebas pegal di ar
217,efek samping vaksin covid 19 salah satunya adalah rasa pengen gajian lebih cepat
218,alhamdulillah tula tk sgka cepat jgk lepas apply under kerajaan negeri harap2 side efek nye mengantuk da
219,smartlistners ketua bidang penanganan kesehatan satgas covid 19 alexander ginting mengatakan meski ada efek sam
220,masih terjadi d grup wa menyebarkan copas2 entah dr mana bahwa yg byk meninggal d rs krn efek vaksin bkn krn co
221,perubahan menstruasi bisa jadi efek samping jangka pendek vaksin covid 19
222,seputar vaksin covid efek samping bagian pertama
223,tadi siang ketemu dan ngobrol sama salah satu covidiot yang gamau vaksin dan gapercaya kalo covid nyata korek2 ken
224,next day gw dpet info vaksin tanpa surat domisili ada di rsup persahabatan yauda gw kesitu long story short gw b
225,kapan saya suruh situ ke dokter saya cm suruh situ pikir sendiri ya kalo ga yak
226,fakta banyak pemain positif covid g boleh tanding fisik pemain bukan jaminan lolos positif covid ke berbagai n
227,efek samping tersebut juga mengartikan vaksin bekerja di tubuh
228,hudhi yampun super sadis sih di mana hak asasi manusianya sy gak mau di vaksin cuma memperkecil efek sam
229,gimana yaa kalo ini mah misalkan ternyata positif covid tanpa gejala tapi gak tau karena gak antigen atau pcr da
230,vaksin disuntik gratis kelar efek samping biasa kena covid kalo parah ya disuntik bisa nularin kelu
231,kalo efek dari vaksin aja di positifin covid jadi angka covid di jakarta itu real atau nggak ya
232,saya masih positif thinking sih bukan karena covid mas karena efek vaksin nya aja semoga bulan corona
233,ayolah ente2 jgn egois dgn gak mau vaksin kek takut efek vaksin dsbnya kalau you sekalian kena covid dgn gejala b
234,terima kasih dok kasian sih dok masih sempat berdebat sama almarhuma soal covid masih galau soal vaksi
235,syarat vaksin covid 19 untuk ibu hamil simak juga efek sampingnya
236,tak perlu takut divaksin ini dia cara mudah mengatasi efek samping vaksin covid 19
237,link pencetakan sertifikat vaksin ternyata diperjualbelikan oleh oknum yg tidak bertanggungjawab utk dijual kepada
238,riego dan didaerahku gaada penyampaian kyk gitu samsek pokoknya umur sekian sampai sekian vaksin gaada dika
239,hanafi ingatkan satgas buka layanan aduan efek vaksin covid lewat
240,liat berita baru baru ini dan liat postingan temen temen gua kalo ada efek samping vaksin gua jadi mikir 2 kali
241,pahami efek samping vaksin covid 19 dan cara menangani secara tepat kontan covid covid19
242,bpom mengeluarkan izin penggunaan darurat atau eua untuk vaksin covid 19 sinovac untuk anak di atas usia 12 tahun
243,vaksin covid 19 mengandung aluminium yang berpotensi mengganggu pertumbuhan anak pemerintah diminta menjamin keama
244,perbandingan efek samping obat covid 19 menurut data fda dan cdc kematian akibat vaksin covid 19 adalah tertinggi
245,vaksin kedua done sebagai bentuk ikhtiar dalam menghadapi covid saran dari petugasnya adalah dengan istirahat c
246,moga nti lancar soale pas lazu vaksin dia yo lgsg tepar malah dikiro bar vaksin kenek covid tp terny
247,selain itu para peneliti juga mengungkapkan bahwa efek samping setelah suntik vaksin covid 19 campuran ini lebih r
248,yang ku maksud efek vaksin ri termasuk ngantuk yg ga biasa bukan gejala covid setelah vaksin
249,nah vaksin astrazeneca dan pfizer ini ampuh menangkal virus covid 19 pun varian delta dari india dibandingkan efe
250,vaksin covid 19 mengandung aluminium yang berpotensi mengganggu pertumbuhan anak korantempo
251,kaget nyokap gw blg angka covid naik grgr org2 vaksin gw jawab angka covid naik soalnya efek org2 pd mudik tp dia
252,gass mending nahan efek samping vaksin daripada nahan sakit covid
253,689 orang laporkan reaksi negatif setelah di vaksin komnas kipi 228 laporan efek seriu
254,iya mas kemarin agak bingung bedainnya antara efek vaksin atau gejala covid soalnya gejalanya hampir mir
255,efek terinfeksi covid 19 tak sebanding dengan efek vaksinasi ahli imbau jangan tunda vaksin gt sebenarnya ada lagi
256,aku gerd dan udah vaksin pertama astrazeneca gada efek gimana2 cuma pegel aja terus 12 har
257,corason vaksin tu bukan bikin kebal cuman meringankan gejala efek covid apa bila terpapar covid
258,beritanya terlalu berlebihan ah saya penderita gerd sempat kena covid 19 gejala ringan dan alhamdulilla
259,baru vaksin pertama sih trs kena covid di bulan juli dan gaada efek apa apa cuma gabisa cium aroma aja
260,my covid story 19 juni 2021 vaksin sinovac biofarma vaksin kesatu sama sekali tidak terasa efek samping aku v
261,tapi kan vaksin belom ada penelitian jangka panjangnya gimana kalo 5 atau 10 taun lagi ada efek samping ternyata
262,aku positif covid 3 hari lalu tanpa gejala tapi sekarang udah gak bisa nyium bau dan rasa makanan hambar bersyuk
263,akhir2 ini isu efek amp risiko vaksin serta isu tentang covid 19 itu bahaya gak sih muncul lagi karena itu sa
264,vaksinasi gak boleh diwajibkan ini bertentangan dengan uu apalag
265,di sana kasus harian masih tinggi tapi tingkat kematiannya rendah keknya covid udah jadi penyakit bias
266,gw curiga tadi yg disuntikin aer deh bukan vaksin covid abisnya yg laen ada efek gaenak badan dll tapi gw enggak
267,x kamu udah vaksin y udah x ada efek sampingnya nggak y ada efeknya seneng seneng banget ayovaksin covid
268,3 hari efek pegal pusing demam bagi orang awam yg gak dapat info bakal ada efek samping pasti bakal
269,kelompok yang susah diajak vaksin bbrp survivor covid yang merasa sistem kekebalan tubuh mereka lebih bagus dar
270,jika terus menurun dengan waktu yang cepat para peneliti khawatir efek perlindungan vaksin akan berkurang terutam
271,efek setelah vaksin kayak kena covid remek kabeh awakku
272,alesannya 1 kampanye vaksin berbanding terbalik dengan fakta katanya bikin imun nyatanya
273,kok analoginya ke brugada syndrome y bukankah riset adverse events following immunisation ki
274,kutip ini european medicines agency ema sarankan vaksin zeneca cantumkan efek samping penyumbatan darah
275,berarti bnr dong untuk meringankan gejala berat
276,1 kuatir efek samping dari vaksin jangka panjang 2 punya banyak komorbid 3 uda kena covid 4 males
277,kalau masih banyak org yang gamau vaksin karena takut efek sampingnya berarti capaian literasi sama sosialisasi ten
278,berhasil ngajak ex gitaris dulu buat vaksin tahun kemarin dia sampe jual gitar efek dan ampli terakhirnya sempet
279,jedi situ mempermasalahkan vaksin covid tapi saya ditunjukin efek dari trial vaksin me
280,jedi lah kalau lihat dari videonya itu hasil trial vaksin meningitis yang dipermasal
281,ada yang tau efek samping vaksin covid jika beda tipe vaksinnya
282,ya kasihan malah bisa jadi terpapar covid sblm dapat efek vaksin smg bisa dicari solusi yg lebih baik
283,bukan gitu paham ga yg gwa maksud jadi gini loh lu vaksin sekarang nih tapi lu ga ada reaksi apa apa
284,pedang ya sama mas vaksin itu bukan yang bikin kebal corona tapi di
285,vaksin covid 19 sinovac ditemukan mengalami penurunan antibodi usai dosis kedua booster dapat mengatasi efek yang
286,ada sebuah penelitian dari covid 19 dari sebuah artikel university of miami efek dari covid 19 dapat menimbulkan
287,adjem plus mereka mungk gak bs menjelaskan secara tepat dan jujur bahwa vaksin itu emang berpoten
288,aneh post di atas bahas karna covid lah ini ke efek vaksin fyi aja jgn telat update batch tsb udh di l
289,plis sama banget bang gw juga kena covid pas udah vaksin pertama efek setelahnya lumayan cape ga bi
290,vaksin itu sumpah nge bantu banget apalagi gw yg punya komorbid ydan rentan penularan covid efeknya ke d
291,hudhi yg tersebar di wag video covid mutasi tambah kuat akibat efek samping vaksin bapak bapak pegang android sangat meresahkan
292,sugar kalo saya baru sembuh tgl 20 juni 2021 dan pnya komorbid asma efek after covid nya masi
293,uji coba yang mencampurkan vaksin sputnik v dan astrazeneca tidak timbulkan efek samping dan kasus covid 19 lanjuta
294,aku udh divaksin dosis 1 stlh divaksin gak ada efek apapun 2 minggu stlhnya aku covd gejalanya ring
