,data,label
82,akhir sunti dosis dua vaksin covid 19 dapat alhamdulillah ikut daftar efek samping jauh,1
83,apa efek samping vaksin covid 19 simak jelas fitphonelive pukul 15 00 wib stayfitforlife,1
84,moskow usai vaksin covid 19 dosis pertama minggu 28 3 presiden rusia vladimir putin aku alami s,1
85,abang sebenernya pinter cuman males baca aja kaya jadi postingannya selalu lucu gapapa b,1
86,jauh laksana vaksinasi covid 19 jalan lancar tidak jadi kendala apa sebab efek samping vaksin,1
87,lah efek samping sebut efek samping biasa bukan cuma vaksin covid 19 tapi dampak b,0
88,efek samping vaksin covid 19 astrazeneca indonesia,0
89,vaksin covid aku udah waswas sama efek si vaksin di badan bapa eh nyata yg lemah malah aku hahahaha,-1
90,beri vaksin covid 19 astrazeneca sulawesi utara sempat henti karena lapor bagai efek sa,0
91,efek samping vaksin covid indonesia kok aneh2 yah sugesti,0
92,vaksin covid 19 astrazeneca punya lebih banyak manfaat efek samping itagi sebut vaksin astrazen,1
93,review efek samping vaksin covid badan lemes otot lemes lemah tak daya ngantuk nyata efek d,-1
94,efek samping vaksin covid kata bikin horny kocak anjir,1
95,tak rasa efek samping vaksin covid 19 arti vaksin tak kerja,0
96,anita jelas buah vaksin edar dalam proses uji milik manfaat lebih besar darip,1
97,tak rasa efek samping usai vaksinasi covid 19 bukan arti vaksin tak kerja jelas,1
98,ikut bagi informasi kait efek samping vaksin covid 19,0
99,idntimesinfografis nah apa aja efek samping bagaimana cara atas baca artikel lengkap,1
100,idntimesinfografis dapat gilir vaksinasi covid 19 bila tetap disiplin protokol kesehata,0
101,terima sunti vaksin covid 19 wajar memang rasa efek samping apa efek samping baca selen,1
102,kremlin vladimir putin tolak tampil depan kamera usai vaksin covid 19 duga alamai efek samping,0
103,jakarta juru bicara vaksinasi covid 19 menteri sehat siti nadia tarmizi atak,1
104,dia tubuh beri respons vaksin jadi demam pegal badan lemas,-1
105,trs uda dijelasin sama buibu yg efek pegal vaksin normal trs ibu bilang tau yg d,1
106,pagi baca grup buibu kulwap bikin kesel sendiri 1 ibu jadwal vaksin covid dr kantor tp beliau takut ef,-1
107,alhamdulillah ini lansia makin antusias banding awal jalan program vaksinasi mere,1
108,ya efek suntik yg kali gel ngelebihin meningitis pas mo umrah minggu vaksin covid woy na,0
109,jadi artikel luar yg ingat efek samping vaksin covid organ2 reproduksi ter,0
110,salah edar info bhw vaksin timbul efek samping yg lbh berat bg org yg puasa fakta tdk risiko,-1
111,bpom ungkap efek samping vaksin covid 19 sinopharm,0
112,efek samping vaksin covid 19 sinopharm bpom bilang bisa toleransi download a,0
113,efek samping vaksin sinopharm sakit kepala nyeri otot diare vaksin covid 19 sinopharm beri,0
114,efek samping vaksin covid 19 buat sinopharm,0
115,dasar uji klinis uni emirat arab negara efikasi vaksin sinopharm 78 persen,1
116,efek samping sangat jarang lapor,1
117,adrianrahman jujur gw sama covid 19 pilih gak mau vaksin gw mau lihat 2 3 tahun depan org2 yg sd,1
118,biaya kipi tanggung full perintah mohon atensi enci,1
119,risiko covid 19 lebih besar banding efek samping vaksin,1
120,efek samping vaksin covid 19 parah vaksindorongpemulihanri,0
121,vaksin covid nyeri lengan sakit kepala efek samping paling umum teliti,1
122,itu bisa bantah dgn alas yg kena prank aja,-1
123,bikin masyarakat takut vaksin banyak yg dapat mending dak usah vaksin krn vaksin blm kebal thd,1
124,udah mas ga usah didengerin ladenin lain ngehina amp rendah mas fokus 1 long term effect,-1
125,seluruh jenis vaksin covid 19 guna program vaksinasi nasional pasti aman khasiat minim,1
126,vaksin covid nyeri lengan sakit kepala efek samping paling umum teliti teliti in,-1
127,skr gin efek jangka panjang vaksin nyaris ada sama p,-1
128,emang efek nya psbb ngga ini virus bakal sampe lebaran monyet anjing ayam ba,-1
129,antusiame warga inggris vaksin covid 19 astrazeneca luntur bulan akhir tanda tinggi kege,1
130,beneran efek vaksin kayak gin takut banget,1
131,puji tuhan akhir dapat sempat vaksin dosis pertama hari dan ada efek apa den,1
132,bahkan masyarakat curiga ada efek samping belum bahaya aman benar vaksin s,1
133,jadi ikut pasca imunisasi kipi rupa gejala biasa timbul vaksinasi imunisasi tetap j,-1
134,kan sy bilang vaksin yg proof of concept indikator ada a,0
135,ada efek samping bila vaksin covid 19 beda dosis satu dua,0
136,denger kabar temen org india ad yg nyokapnya tinggal garagara efek samping vaksin covid nih berita sungguh bikin,1
137,apa efek bila ibu hamil lanjur dapat vaksin covid 19 dok via,1
138,lingkung sendiri orang tua yg vaksin baru kena covid alhamdulillah gejala r,1
139,moots ada yg udh vaksin covid mau tanya efek samping pusing mual gakya,0
140,perintah pasti vaksin covid 19 minim efek samping via,-1
141,rekomendasi dokter internis kait efek beku darah vaksin covid 19 astrazeneca,0
142,udah si cuma efek long covid mas terus ni mak gua kata rekan kerja yg kena cov,-1
143,beritaterkini perintah pasti vaksin covid 19 minim efek samping lengkap,0
144,ikut tips meminimalisir efek samping vaksin covid 19 adaradioplus,0
145,negara sudah kaji efek samping serius akibat vaksin covid buka sekolah sini mbulet s,-1
146,masalah ganggu ereksi limfositosis semua kait efek samping vaksin covid 19 hmm bene,0
147,kenal beda efek samping vaksin gejala covid19,0
148,reaksi mungkin jadi vaksinasi covid 19 hampir sama vaksin yaitu upa reaksi lo,0
149,seluruh jenis vaksin covid 19 yg guna dlm program vaksinasi nasional pasti aman khasiat minim efe,1
150,daftar efek samping timbul suntik vaksin covid 19 potensi tambah kembang baru duga,1
151,studi israel tinjau duga radang jantung efek samping terima vaksin covid 19 pfizer,0
152,kenal beda efek samping vaksin gejala covid 19 memang dapat vaksin b,0
153,95 gugur lapor sistem lapor efek rugi vaksin vaers as vaksinasi covid per,0
154,vaksin covid 19 edar as mrna moderna pfizer dna johnson amp johnson janssen seba,0
155,mau cerita efek vaksin covid 19 yg jelas efek beda2 orang ini efek yg rasa tubuh aku,1
156,alhamdulillah hari 25 4 dapat gilir vaksin covid 19 tahap 1 vaksinasi tahap 2 di laksana pad,0
157,waras sini bukti covid ini hanya settingan india nyata sunam covid m,1
158,perintah vaksin covid 19 minim efek samping jokowilawanpandemi,-1
159,perintah pasti vaksin covid 19 minim efek samping temu efek samping masyarakt minta,-1
160,telah vaksinasi temu efek samping perintah minta masyarakat lapor fasilitas sehat masyarak,1
161,perintah pasti vaksin covid 19 minim efek samping lawan pandemi,-1
162,perintah pasti vaksin covid 19 minim efek samping vaksinasi temu efek samping perintah minta mas,-1
163,kertas hudhi koko28 banyak yg sebab,1
164,jujur abis vaksin covid yg pertama efek gue seluruh badan gel linu kaya abis nguli,1
165,yg tau berapa lama efek laper mulu krn vaksin covid vaksin sabtu kemarin sampe hari kok asa laper mulu yak,-1
166,vaksin tdk efektif cegah covid harus vaksin bukankah virus,0
167,serius nanya fren kelen udah vaksin covid ada efek ga si telah,-1
168,parno bgttttt sama yg bersin2 batuk2 ini masuk efek tinggal ibuk covid kapan vaksin,1
169,update covid hari 31 mei 2021 1 kasus aktif indonesia gt 100 ribu 2 malaysia lockdown panic buying 3 va,-1
170,12 efek samping vaksinasi hasil temu dinkes batu covid19vic covid vaksinasicovid19 vaksin vaksincovid,0
171,baru aja jadi sama temennya suami badan demam meriang habis vaksin sampe 38 5 minta izin,0
172,beberapa kasus yg vaksin kali jumpa kena covid umum tanpa geja,1
173,kenal efek samping beri vaksin virus covid 19 tubuh,0
174,kenal efek samping beri vaksin virus covid 19 tubuh bagi masyarakat indonesia tengah mendap,0
175,iya brusan baca brita atas pangakuan bpk media klau beliau positif covid mski,1
176,689 orang lapor reaksi negatif vaksin komnas kipi 228 lapor efek serius co,-1
177,hoaks covid 19 vaksin moderna kandung sm 102 hingga kiat kiat cegah efek samping vaksinasi,0
178,vaksin jamin kena covid tapi kurang parah efek covid,0
179,timbul efek samping vaksin covid 19 tanda sistem kebal tubuh kerja reaksi vaksin kerja,0
180,kenal efek samping timbul usai vaksin covid 19 astrazeneca mungkin muncul efek samping v,0
181,f2 lama dokter tdk pernah jelas kandung efek fucksin gilir yg cacat,1
182,asli gaes vaksin covid udah lumayan lama efek magnet kenceng ni gaes,1
183,inti fakta baru efek samping vaksin covid 19 buat usaha,1
184,mantan menteri sehat dr awan agus putranto yakin vaksin nusantara akhir pandemi covid 19 d,0
185,yuk intip komposisi vaksin covid indonesia apa iya punya efek magnet vaksin vaksinasi vaksinasicovid19,0
186,abis dapet 2nd dose vaksin covid efek masih sampe sekarang kedut mata kiri,0
187,insiden reaksi rugi efek samping vaksin covid 19 tiongkok 11 86 dosis 100 000 dos,0
188,meski muncul jumlah keluh soal efek samping perintah sama jumlah otoritas sehat tegas,1
189,update covid hari 29 mei 2021 1 hampir 50 orang dewasa as vaksin indonesia 2 vaksin m,1
190,sars cov 2 biasa sebut pandemi covid rupa sakit zoonosis bara pertama kali wuhan,1
191,jdi dri ski bnyaknya dokter dnegri bhkan dgn wadah yg bgitu besar tak breaksi scra mayoritas,1
192,ada efek vaksin covid 19 ibu hamil hasil studi baru,1
193,isnainmala kurang tau sebab apa banyak banget temu efek sampi,1
194,cek fakta hoaks vaksin pfizer timbul efek samping bahaya lewat kontak fisik vaksin covid 19 buat pfizer,0
195,masalah vaksinasi covid 19 warga lansia nyata batas efektivitas vaksin efek samping,1
196,nyata lapor kipi vaksin covid 19 indonesia perlu nama ayah ibu pasien lihat sesuai format ki,1
197,smntr az lg edar dg imbuh vaksin yg timbul efek baik demam nyeri yg baik u,1
198,moderna umum hari selasa lalu vaksin covid 19 mereka produksi aman efektif mencega,1
199,satgas covid 19 yogya sebut ada lapor efek samping vaksin astrazeneca,0
200,vaksin covid 19 jenis astrazeneca telah guna kota yogyakarta sejak jumat 21 5 hingga kini ada,0
201,berapa lama efek samping suntik vaksin covid 19 tahan yuk simak suaragrafis ikut,-1
202,aurelie moeremans ungkap efek rasa,0
203,dinamika info vaksin sinopharm jadi salah satu jenis vaksin covid 19 guna program vaksinasi g,0
204,observasi bagai wagroup kok kaya banyak yg kaget dengan bagai efek samping vaksin covid 19,-1
205,vaksin astrazeneca aman efektif lindung orang risiko covid 19 sangat serius masuk ri,1
206,efek samping lebih kuat kata yg sempat ramai tinggal vaksin a,0
207,vaksin astrazeneca aman efektif utk lindung org risiko covid 19 yg sangat serius masuk risiko k,1
208,nahh udah tebak tiap tahun bakal vaksin covid trus sertifikat tiap tahun gitu yakin gratis,1
209,atas efek samping sunti vaksin covid 19 cara ikut tempogaya,0
210,manfaat vaksin tangan covid 19 lebih besar risiko efek samping dapat kak,1
211,investasi efek samping vaksin covid 19 tak laku astrazeneca,0
212,manfaat vaksin tangan covid 19 lebih besar risiko efek samping dapat akibat masa,1
213,mama gue sakit abis vaksin covid padahal vaksin sehat walafiat emang vaksin efek samping,-1
214,nyata efek samping umum mas kalo vaksin nya astrazeneca juk do meriang tp jane vaksine lebih taha,1
215,efek samping sunti vaksin astrazeneca jarang jadi kalaupun sifat ringan kebas pegal ar,1
216,efek samping vaksin covid 19 salah satu rasa ken gaji lebih cepat,0
217,alhamdulillah tula tk sgka cepat jgk lepas apply under raja negeri harap2 side efek nye antuk da,1
218,smartlistners ketua bidang tangan sehat satgas covid 19 alexander ginting kata meski efek sam,0
219,jadi d grup wa sebar copas2 entah dr mana yg byk tinggal d rs krn efek vaksin bkn krn co,0
220,ubah menstruasi jadi efek samping jangka pendek vaksin covid 19,0
221,putar vaksin covid efek samping bagi pertama,1
222,tadi siang ketemu ngobrol sama salah satu covidiot gamau vaksin gapercaya kalo covid nyata korek2 ken,1
223,next day gw dpet info vaksin surat domisili di rsup sahabat yauda gw kesitu long story short gw b,-1
224,kapan suruh situ dokter cm suruh situ pikir sendiri kalo ga yak,0
225,fakta banyak main positif covid g tanding fisik main bukan jamin lolos positif covid bagai n,1
226,efek samping sebut arti vaksin kerja tubuh,0
227,hudhi yampun super sadis sih mana hak asasi manusia sy gak mau vaksin cuma kecil efek sam,1
228,gimana yaa kalo mah misal nyata positif covid gejala gak tau gak antigen pcr da,1
229,vaksin suntik gratis kelar efek samping biasa kena covid kalo parah suntik nularin kelu,1
230,kalo efek vaksin aja positifin covid jadi angka covid jakarta real nggak,1
231,masih positif thinking sih bukan covid mas efek vaksin nya aja moga bulan corona,1
232,ayo ente2 jgn egois dgn gak mau vaksin kek takut efek vaksin dsbnya kalau you sekali kena covid dgn gejala b,-1
233,terima kasih dok kasi sih dok sempat debat sama almarhuma soal covid galau soal vaksi,0
234,syarat vaksin covid 19 ibu hamil simak efek samping,1
235,tak perlu takut vaksin dia cara mudah atas efek samping vaksin covid 19,1
236,link cetak sertifikat vaksin nyata diperjualbelikan oknum yg bertanggungjawab utk jual,1
237,riego daerah gaada sampai kyk gitu samsek pokok umur sekian sekian vaksin gaada dika,1
238,hanafi ingat satgas buka layan adu efek vaksin covid lewat,0
239,liat berita baru baru dan liat postingan temen temen gua kalo efek samping vaksin gua jadi mikir 2 kali,1
240,paham efek samping vaksin covid 19 cara tangan tepat kontan covid covid19,1
241,bpom keluar izin guna darurat eua vaksin covid 19 sinovac anak atas usia 12 tahun,1
242,vaksin covid 19 kandung aluminium potensi ganggu tumbuh anak perintah minta jamin ama,0
243,banding efek samping obat covid 19 data fda cdc mati akibat vaksin covid 19 tinggi,1
244,vaksin dua done bentuk ikhtiar hadap covid saran tugas dengan istirahat c,0
245,moga nti lancar soale pas lazu vaksin yo lgsg tepar malah dikiro bar vaksin kenek covid tp terny,1
246,itu teliti ungkap efek samping suntik vaksin covid 19 campur lebih r,-1
247,ku maksud efek vaksin ri masuk ngantuk yg ga biasa bukan gejala covid vaksin,-1
248,nah vaksin astrazeneca pfizer ampuh tangkal virus covid 19 varian delta india banding efe,1
249,vaksin covid 19 kandung aluminium potensi ganggu tumbuh anak korantempo,0
250,kaget nyokap gw blg angka covid naik grgr org2 vaksin gw jawab angka covid naik soal efek org2 pd mudik tp,-1
251,gass mending nahan efek samping vaksin nahan sakit covid,0
252,689 orang lapor reaksi negatif di vaksin komnas kipi 228 lapor efek seriu,-1
253,iya mas kemarin bingung bedainnya efek vaksin gejala covid soal gejala hampir mir,-1
254,efek infeksi covid 19 tak banding efek vaksinasi ahli imbau jangan tunda vaksin gt benar lagi,0
255,aku gerd udah vaksin pertama astrazeneca gada efek gimana2 cuma gel aja terus 12 har,1
256,corason vaksin tu bukan bikin kebal cuman ringan gejala efek covid apa bila papar covid,1
257,berita terlalu lebih ah derita gerd sempat kena covid 19 gejala ringan alhamdulilla,1
258,baru vaksin pertama sih trs kena covid bulan juli gaada efek apa apa cuma gabisa cium aroma aja,1
259,my covid story 19 juni 2021 vaksin sinovac biofarma vaksin satu sama sekali asa efek samping aku v,0
260,kan vaksin bom teliti jangka panjang gimana kalo 5 10 taun ada efek samping nyata,1
261,aku positif covid 3 hari lalu gejala sekarang udah gak nyium bau rasa makan hambar bersyuk,1
262,akhir2 isu efek amp risiko vaksin isu covid 19 bahaya gak sih muncul karena sa,-1
263,vaksinasi gak wajib tentang uu apalag,0
264,sana kasus hari tinggi tingkat mati rendah kek covid udah jadi sakit bias,-1
265,gw curiga tadi yg disuntikin aer deh bukan vaksin covid abis yg laen efek gaenak badan tapi gw enggak,0
266,x kamu udah vaksin y udah x efek samping y efek neng neng banget ayovaksin covid,1
267,3 hari efek pegal pusing demam orang awam yg gak info bakal efek samping bakal,-1
268,kelompok susah ajak vaksin bbrp survivor covid rasa sistem kebal tubuh lebih bagus dar,0
269,terus turun waktu cepat teliti khawatir efek lindung vaksin kurang terutam,-1
270,efek vaksin kayak kena covid rek kabeh awak,0
271,alesannya 1 kampanye vaksin banding balik fakta kata bikin imun nyata,1
272,kok analogi brugada syndrome y bukankah riset adverse events following immunisation ki,0
273,kutip european medicines agency ema saran vaksin zeneca cantum efek samping sumbat darah,0
274,arti bnr dong ringan gejala berat,1
275,1 kuatir efek samping vaksin jangka panjang 2 punya banyak komorbid 3 uda kena covid 4 males,-1
276,kalau banyak org gamau vaksin takut efek samping arti capai literasi sama sosialisasi ten,-1
277,hasil ngajak ex gitaris dulu buat vaksin tahun kemarin sampe jual gitar efek ampli akhir sempet,1
278,jedi situ masalah vaksin covid saya ditunjukin efek trial vaksin me,0
279,jedi lah kalau lihat video hasil trial vaksin meningitis dipermasal,0
280,yang tau efek samping vaksin covid beda tipe vaksin,0
281,kasihan malah jadi papar covid sblm efek vaksin smg cari solusi yg lebih baik,1
282,bukan gitu paham ga yg gwa maksud jadi gin loh lu vaksin sekarang nih lu ga reaksi apa apa,-1
283,pedang sama mas vaksin bukan bikin kebal corona di,0
284,vaksin covid 19 sinovac temu alami turun antibodi usai dosis dua booster atas efek,1
285,buah teliti covid 19 buah artikel university of miami efek covid 19 timbul,0
286,adjem plus mungk gak bs jelas tepat jujur vaksin emang berpoten,1
287,aneh post atas bahas karna covid lah ke efek vaksin fyi aja jgn telat update batch tsb udh l,-1
288,plis sama banget bang gw kena covid pas udah vaksin pertama efek telah lumayan cape ga bi,1
289,vaksin sumpah nge bantu banget gw yg punya komorbid ydan rentan tular covid efek d,-1
290,hudhi yg sebar wag video covid mutasi tambah kuat akibat efek samping vaksin bapak bapak pegang android sangat resah,1
291,sugar kalo baru sembuh tgl 20 juni 2021 pnya komorbid asma efek after covid nya mas,0
292,uji coba campur vaksin sputnik v astrazeneca timbul efek samping kasus covid 19 lanjuta,0
293,aku udh vaksin dosis 1 stlh vaksin gak efek apa 2 minggu stlhnya aku covd gejala ring,0
294,yukkitavaksin tadi kaya ragu gitu vaksin udh suruh kantor takut pecat kalo nolak whehe,-1
295,abis vaksin gakenapa2 sih langsung kerja 2 hari kemudian jadi sering mual kalo makan minggu,1
296,bukan pikir pikir tapi efek vaksin covid rasa vaksin nafsu makan abis vaksin asa lapa,0
297,who ingat semua obat obat vaksin milik potensi efek samping banyak kasus efek sam,1
298,drama yg panjang anak2 yatim lantar efek covid urus pak yg tinggal akibat vaksin tang,-1
299,vaksin pertama dua ga efek 6 bulan ikut malah kena covid tp gejala,1
300,awal juli lalu gua positif covid emng sih rutin tiap tahun vaksin flu mungkin efek positf vaks,1
301,inti vaksin pertama emang efek hampir kaya dulu awal positif jauh lebih mending ga apa ap,1
302,efek samping vaksin covid 19 upa reaksi ringan sistemik demam bisa laku minum lebih,1
303,oke sekarang lanjut kena bahaya bahaya efek lanjut vaksin covid 19,1
304,nahh ituu kan emang udh biasa efek vaksin jd demam wajar kalo vaks,-1
305,ini situasi lg begini buk semua yg bantu tangan efek covid lakon,0
306,jauh blm efek apa2 sih w efek lebih sakit pas vaksin tetanus vaksin covid,1
307,amiiiin astaghfirullah zona merah bal iyo bal masalahe klo kenek covid efek e cuepet kudu emerg,0
308,gue awal covid masuk indonesia saat alhamdulillah banget pernah infeksi sakit sakit mer,-1
309,tinggal vaksin aja nder vaksin ga sakit kok g efek samping malah buat tubuh makin keba,1
310,kalo gejala demam batuk pilek gejala pas banget abis vaksin covid 19 masuk mem,1
311,alhamdulillah papar rentang sejak maret 2020 swab 4x hasil negatif beberapa bulan,-1
312,kalau bukan buah eksperimen massal pfizer moderna tak kasi imunitas hukum atas efek samping vaksin,1
313,bulan januari bunda kena covid kemudian keluarga pcr nyata ayah kena tapi negatif,-1
314,alhamdulillah ners sekarang belum pernah gejala swab rutin bulan selalu negatif setel,-1
315,aku kemaren mau vaksin rsal disuru pulang nunggu 2 bulan pas screaning tanya pernah sakit tak bilan,-1
316,reaksi beri vaksin pertama tanggal 17 juni 2021 sama sekali ngga efek asa rekam pe,1
317,rupa rekam alam dapat suntik vaksinasicovid19 nyata efek suntik dosis pertama ked,1
318,meski sempet parno krn mana2 naik transjakarta mulu yg sering padet ga social distancing al,-1
319,olahraga vaksinasi boleh tetapi perhati efek samping muncul tentu,0
320,sorry oot kmren abis vaksin covid nah malem nya aku bidur trs sekarang biduranya muncul lg tam,-1
321,kmren abis vaksin covid nah malem nya aku bidur trs sekarang biduranya muncul lg tambah banyak td sempet c,1
322,tentu vaksin vaksin sebut milik spesifikasi guna dosis maupun efek samping beda beda,0
323,tular virus covid 19,0
324,benar suruh nunggu 3 bulan bukan vaksin peny,1
325,penting vaksinasi covid 19 ajar memang apasih manfaat vaksin covid 19 usia berapa boleh vaksi,1
326,simak yuk kira kira apa efek mungkin jadi ibu susu pasca vaksin covid 19,0
327,hidup normal baru kembali hidup sediakala dua kait fungsi efek vaksin d,1
328,berita beritaterkini beritajogja beritajakarta news newsupdate viral viraltiktok viraltwitter covid19,0
329,so far ada efek vaksin moderna yg arti mungkin udah pernah kena covid gw cuma tangan kaya ditonjok2 aja,1
330,mioperikarditis pasca vaksinasi lapor imunisasi vaksin mrna covid 19 efek injeksi intravena,0
331,nak mati terseksa covid nak mati side efek vaksin haa decide dik,-1
332,masyarakat tanya efikasi efektivitas vaksin covid 19 dalih tidak efektif isu,1
333,enak pak bully ringan hukum,1
334,beberapa yang harus laku vaksin antisipasi efek samping,0
335,efek vaksin moderna asa kena covid dong,1
336,biasa sblm vaksin tanya pernah kena covid gak mending jujur2an aja deh pas tanya punya keluh,1
337,vaksin gx 19 n jadi vaksin covid 19 pertama teknologi dna klaim picu antibodi lebih lama,1
